Date,Open,High,Low,Close,Adj Close,Volume,RSI,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,MA,Ticker
2024-01-02,187.1499938964844,188.44000244140625,183.88999938964844,185.63999938964844,185.15228271484372,82488700,74.45096561121738,0.8774869968021335,-1.1068507602431117,0.1427326538882943,179.04718881021958,187.8904983520508,196.733807893882,9.413258913456565,0.5084524313762224,187.8904983520508,AAPL
2024-01-03,184.22000122070312,185.8800048828125,183.42999267578125,184.25,183.7659454345703,58414500,74.45096561121738,0.8774869968021335,-1.1068507602431117,0.1427326538882943,179.04718881021958,187.8904983520508,196.733807893882,9.413258913456565,0.5084524313762224,187.8904983520508,AAPL
2024-01-04,182.1499938964844,183.08999633789065,180.8800048828125,181.91000366210935,181.43209838867188,71983600,74.45096561121738,0.8774869968021335,-1.1068507602431117,0.1427326538882943,179.04718881021958,187.8904983520508,196.733807893882,9.413258913456565,0.5084524313762224,187.8904983520508,AAPL
2024-01-05,181.9900054931641,182.75999450683597,180.1699981689453,181.17999267578125,180.70399475097656,62303300,74.45096561121738,0.8774869968021335,-1.1068507602431117,0.1427326538882943,179.04718881021958,187.8904983520508,196.733807893882,9.413258913456565,0.5084524313762224,187.8904983520508,AAPL
2024-01-08,182.08999633789065,185.6000061035156,181.5,185.55999755859372,185.07249450683597,59144500,74.45096561121738,0.8774869968021335,-1.1068507602431117,0.1427326538882943,179.04718881021958,187.8904983520508,196.733807893882,9.413258913456565,0.5084524313762224,187.8904983520508,AAPL
2024-01-09,183.9199981689453,185.1499938964844,182.72999572753903,185.13999938964844,184.65359497070312,42841800,74.45096561121738,0.8774869968021335,-1.1068507602431117,0.1427326538882943,179.04718881021958,187.8904983520508,196.733807893882,9.413258913456565,0.5084524313762224,187.8904983520508,AAPL
2024-01-10,184.3500061035156,186.3999938964844,183.9199981689453,186.19000244140625,185.70083618164065,46792900,74.45096561121738,0.8774869968021335,-1.1068507602431117,0.1427326538882943,179.04718881021958,187.8904983520508,196.733807893882,9.413258913456565,0.5084524313762224,187.8904983520508,AAPL
2024-01-11,186.5399932861328,187.0500030517578,183.6199951171875,185.58999633789065,185.1024169921875,49128400,74.45096561121738,0.8774869968021335,-1.1068507602431117,0.1427326538882943,179.04718881021958,187.8904983520508,196.733807893882,9.413258913456565,0.5084524313762224,187.8904983520508,AAPL
2024-01-12,186.05999755859372,186.7400054931641,185.19000244140625,185.9199981689453,185.4315490722656,40444700,74.45096561121738,0.8774869968021335,-1.1068507602431117,0.1427326538882943,179.04718881021958,187.8904983520508,196.733807893882,9.413258913456565,0.5084524313762224,187.8904983520508,AAPL
2024-01-16,182.16000366210935,184.25999450683597,180.92999267578125,183.6300048828125,183.14756774902344,65603000,74.45096561121738,0.8774869968021335,-1.1068507602431117,0.1427326538882943,179.04718881021958,187.8904983520508,196.733807893882,9.413258913456565,0.5084524313762224,187.8904983520508,AAPL
