Date,Open,High,Low,Close,Adj Close,Volume,RSI,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,MA,Ticker
02/01/2019,38.72249985,39.71250153,38.55749893,39.47999954,37.79378128,148158800,48.54457805,2.016478252,-0.274111916,1.742551177,36.11757406,38.38812485,40.65867564,11.82944359,1.143979242,38.38812485,AAPL
03/01/2019,35.99499893,36.43000031,35.5,35.54750061,34.02923965,365248800,48.54457805,2.016478252,-0.274111916,1.742551177,36.11757406,38.38812485,40.65867564,11.82944359,1.143979242,38.38812485,AAPL
04/01/2019,36.13249969,37.13750076,35.95000076,37.06499863,35.48192596,234428400,48.54457805,2.016478252,-0.274111916,1.742551177,36.11757406,38.38812485,40.65867564,11.82944359,1.143979242,38.38812485,AAPL
07/01/2019,37.17499924,37.20750046,36.47499847,36.98249817,35.40294647,219111200,48.54457805,2.016478252,-0.274111916,1.742551177,36.11757406,38.38812485,40.65867564,11.82944359,1.143979242,38.38812485,AAPL
08/01/2019,37.38999939,37.95500183,37.13000107,37.6875,36.0778389,164101200,48.54457805,2.016478252,-0.274111916,1.742551177,36.11757406,38.38812485,40.65867564,11.82944359,1.143979242,38.38812485,AAPL
09/01/2019,37.82249832,38.63249969,37.40750122,38.32749939,36.6905098,180396400,48.54457805,2.016478252,-0.274111916,1.742551177,36.11757406,38.38812485,40.65867564,11.82944359,1.143979242,38.38812485,AAPL
10/01/2019,38.125,38.49250031,37.71500015,38.45000076,36.80776596,143122800,48.54457805,2.016478252,-0.274111916,1.742551177,36.11757406,38.38812485,40.65867564,11.82944359,1.143979242,38.38812485,AAPL
11/01/2019,38.22000122,38.42499924,37.87749863,38.07249832,36.44639587,108092800,48.54457805,2.016478252,-0.274111916,1.742551177,36.11757406,38.38812485,40.65867564,11.82944359,1.143979242,38.38812485,AAPL
14/01/2019,37.71250153,37.81750107,37.30500031,37.5,35.89834976,129756800,48.54457805,2.016478252,-0.274111916,1.742551177,36.11757406,38.38812485,40.65867564,11.82944359,1.143979242,38.38812485,AAPL
15/01/2019,37.56750107,38.34749985,37.51250076,38.26750183,36.63306808,114843600,48.54457805,2.016478252,-0.274111916,1.742551177,36.11757406,38.38812485,40.65867564,11.82944359,1.143979242,38.38812485,AAPL
16/01/2019,38.27000046,38.97000122,38.25,38.73500061,37.08060074,122278800,48.54457805,2.016478252,-0.274111916,1.742551177,36.11757406,38.38812485,40.65867564,11.82944359,1.143979242,38.38812485,AAPL
17/01/2019,38.54999924,39.41500092,38.31499863,38.96500015,37.30076981,119284800,48.54457805,2.016478252,-0.274111916,1.742551177,36.11757406,38.38812485,40.65867564,11.82944359,1.143979242,38.38812485,AAPL
18/01/2019,39.375,39.47000122,38.99499893,39.20500183,37.53052902,135004000,48.54457805,2.016478252,-0.274111916,1.742551177,36.11757406,38.38812485,40.65867564,11.82944359,1.143979242,38.38812485,AAPL
22/01/2019,39.10250092,39.18249893,38.15499878,38.32500076,36.68811798,121576000,48.54457805,2.016478252,-0.274111916,1.742551177,36.11757406,38.38812485,40.65867564,11.82944359,1.143979242,38.38812485,AAPL
23/01/2019,38.53749847,38.78499985,37.92499924,38.47999954,36.83649063,92522400,48.54457805,2.016478252,-0.274111916,1.742551177,36.11757406,38.38812485,40.65867564,11.82944359,1.143979242,38.38812485,AAPL
24/01/2019,38.52750015,38.61999893,37.93500137,38.17499924,36.54451752,101766000,45.91067131,2.016478252,-0.274111916,1.742551177,36.11757406,38.38812485,40.65867564,11.82944359,1.143979242,38.38812485,AAPL
25/01/2019,38.86999893,39.53250122,38.58000183,39.43999863,37.75548172,134142000,56.46191614,2.016478252,-0.274111916,1.742551177,36.11757406,38.38812485,40.65867564,11.82944359,1.143979242,38.38812485,AAPL
28/01/2019,38.94749832,39.08250046,38.41500092,39.07500076,37.40607834,104768400,53.23509542,2.016478252,-0.274111916,1.742551177,36.11757406,38.38812485,40.65867564,11.82944359,1.143979242,38.38812485,AAPL
29/01/2019,39.0625,39.53250122,38.52750015,38.66999817,37.01836395,166348800,49.83195907,2.016478252,-0.274111916,1.742551177,36.11757406,38.38812485,40.65867564,11.82944359,1.143979242,38.38812485,AAPL
30/01/2019,40.8125,41.53749847,40.05749893,41.3125,39.54801178,244439200,65.38184992,2.016478252,-0.274111916,1.742551177,36.11757406,38.38812485,40.65867564,11.82944359,1.143979242,38.38812485,AAPL
31/01/2019,41.52750015,42.25,41.13999939,41.61000061,39.832798,162958400,66.63568291,2.016478252,-0.274111916,1.742551177,35.8587777,38.4946249,41.1304721,13.69462466,1.090962881,38.4946249,AAPL
01/02/2019,41.74000168,42.24499893,41.48249817,41.63000107,39.85195923,130672400,66.72294337,2.016478252,-0.274111916,1.742551177,36.18977872,38.79874992,41.40772113,13.44873849,1.042599155,38.79874992,AAPL
