Date,Open,High,Low,Close,Adj Close,Volume,RSI,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,Ticker
19/02/2019,42.42750168,42.86000061,42.37250137,42.73249817,41.08280182,75891200,64.01296026,1.520143748,,,AAPL
20/02/2019,42.79750061,43.33000183,42.74750137,43.00749969,41.34719086,104457600,65.74978683,1.468439261,-0.274111916,1.742551177,AAPL
21/02/2019,42.95000076,43.09249878,42.57500076,42.76499939,41.114048,68998800,62.86838071,1.391850943,-0.280560187,1.67241113,AAPL
22/02/2019,42.89500046,43.25,42.84500122,43.24250031,41.57312012,75652800,66.02562512,1.354075542,-0.25466847,1.608744012,AAPL
25/02/2019,43.54000092,43.96749878,43.48749924,43.55749893,41.87595367,87493600,67.96098865,1.334176465,-0.219654037,1.553830503,AAPL
26/02/2019,43.42750168,43.82500076,43.29249954,43.58250046,41.89998245,68280800,68.11623565,1.305376154,-0.198763479,1.504139633,AAPL
27/02/2019,43.30250168,43.75,43.18249893,43.71749878,42.02978516,111341600,68.98999625,1.278704824,-0.180347848,1.459052671,AAPL
28/02/2019,43.58000183,43.72750092,43.22999954,43.28749847,41.6163826,112861600,63.06190311,1.208934328,-0.200094674,1.409029003,AAPL
01/03/2019,43.56999969,43.78749847,43.22249985,43.74250031,42.05381775,103544800,66.35620185,1.176790248,-0.185791004,1.362581252,AAPL
04/03/2019,43.92250061,44.4375,43.49250031,43.96250153,42.26532745,109744800,67.84925784,1.155745379,-0.165468698,1.321214077,AAPL
05/03/2019,43.98500061,44,43.63499832,43.88249969,42.18841553,78949600,66.69023277,1.119704434,-0.161207714,1.280912149,AAPL
06/03/2019,43.66749954,43.87250137,43.48500061,43.63000107,41.94565964,83241600,63.03055668,1.058564722,-0.177877942,1.236442663,AAPL
07/03/2019,43.46749878,43.61000061,43.00500107,43.125,41.4601593,99185600,56.36813604,0.958314836,-0.222502262,1.180817098,AAPL
08/03/2019,42.58000183,43.26750183,42.375,43.22750092,41.55869675,95997600,57.35347286,0.877027223,-0.2430319,1.120059123,AAPL
11/03/2019,43.87250137,44.77999878,43.83750153,44.72499847,42.99837494,128044000,68.53368206,0.922804229,-0.157803915,1.080608144,AAPL
12/03/2019,45,45.66749954,44.84249878,45.22750092,43.48148727,129870400,71.25675224,0.988238782,-0.07389549,1.062134272,AAPL
13/03/2019,45.5625,45.82500076,45.22999954,45.42750168,43.6737709,124130000,72.28479039,1.044197666,-0.014349284,1.058546951,AAPL
14/03/2019,45.97499847,46.02500153,45.63999939,45.93249893,44.15926361,94318000,74.74134109,1.116425089,0.046302511,1.070122578,AAPL
15/03/2019,46.21250153,46.83250046,45.93500137,46.52999878,44.7336998,156171600,77.30452786,1.207954539,0.110265568,1.09768897,AAPL
18/03/2019,46.45000076,47.09749985,46.44749832,47.00500107,45.19037628,104879200,79.11866768,1.303791703,0.164882186,1.138909517,AAPL
19/03/2019,47.08750153,47.24750137,46.47999954,46.63249969,44.8322525,126585600,74.11536642,1.334304566,0.156316039,1.177988527,AAPL
20/03/2019,46.55749893,47.37250137,46.18249893,47.04000092,45.2240181,124140800,75.91009391,1.375512124,0.158018878,1.217493246,AAPL
21/03/2019,47.50500107,49.08250046,47.45249939,48.77249908,46.88962555,204136800,81.71484592,1.530326879,0.250266906,1.280059973,AAPL
22/03/2019,48.83499908,49.42250061,47.69499969,47.76250076,45.91862488,169630800,70.97739545,1.553611201,0.218840983,1.334770219,AAPL
25/03/2019,47.87749863,47.99499893,46.65000153,47.18500137,45.36341858,175381200,65.66432865,1.508080605,0.13864831,1.369432296,AAPL
26/03/2019,47.91500092,48.22000122,46.14500046,46.69749832,44.89474106,199202000,61.48050711,1.41633325,0.037520763,1.378812487,AAPL
27/03/2019,47.1875,47.43999863,46.63750076,47.11750031,45.29852295,119393600,63.63051232,1.361815301,-0.013597749,1.37541305,AAPL
28/03/2019,47.23749924,47.38999939,46.88249969,47.18000031,45.35861206,83121600,63.95294724,1.3085683,-0.0534758,1.3620441,AAPL
29/03/2019,47.45750046,47.52000046,47.13499832,47.48749924,45.65423584,94256000,65.57023474,1.276467935,-0.068460932,1.344928867,AAPL
01/04/2019,47.90999985,47.91999817,47.09500122,47.81000137,45.96429825,111448000,67.23080373,1.262498099,-0.065944614,1.328442713,AAPL
02/04/2019,47.77249908,48.61500168,47.76250076,48.50500107,46.63246155,91062800,70.52953237,1.292607199,-0.028668411,1.32127561,AAPL
03/04/2019,48.3125,49.125,48.28749847,48.83750153,46.95212936,93087200,71.98264809,1.327990636,0.005372021,1.322618615,AAPL
04/04/2019,48.69749832,49.09249878,48.28499985,48.92250061,47.03384781,76457200,72.35787271,1.34735946,0.019792676,1.327566784,AAPL
05/04/2019,49.11249924,49.27500153,48.98249817,49.25,47.34869766,74106400,73.81309501,1.373305248,0.036590771,1.336714477,AAPL
08/04/2019,49.10499954,50.05749893,49.08499908,50.02500153,48.0937767,103526800,76.91082172,1.439806426,0.082473559,1.357332867,AAPL
09/04/2019,50.08000183,50.71250153,49.80749893,49.875,47.94957733,143072800,75.06008025,1.463534504,0.08496131,1.378573194,AAPL
10/04/2019,49.66999817,50.18500137,49.54499817,50.15499878,48.21875763,86781200,76.21083468,1.487782508,0.087367451,1.400415057,AAPL
11/04/2019,50.21250153,50.25,49.61000061,49.73749924,47.81737518,83603200,70.95372147,1.456520639,0.044884465,1.411636173,AAPL
12/04/2019,49.79999924,50.03499985,49.05250168,49.71749878,47.79814911,111042800,70.70210933,1.413833717,0.001758035,1.412075682,AAPL
15/04/2019,49.64500046,49.96250153,49.50249863,49.80749893,47.88466644,70146400,71.19708164,1.371456982,-0.03249496,1.403951942,AAPL
16/04/2019,49.86500168,50.34249878,49.63999939,49.8125,47.88948822,102785600,71.22617182,1.323025643,-0.06474104,1.387766682,AAPL
17/04/2019,49.88499832,50.84500122,49.65250015,50.78250122,48.82203293,115627200,76.23886657,1.34738266,-0.032307218,1.379689878,AAPL
18/04/2019,50.77999878,51.03749847,50.63000107,50.96500015,48.99748993,96783200,77.0489845,1.365669325,-0.011216442,1.376885767,AAPL
22/04/2019,50.70750046,51.23500061,50.58499908,51.13249969,49.15852737,77758000,77.79720021,1.377795088,0.000727456,1.377067631,AAPL
23/04/2019,51.10749817,51.9375,50.97499847,51.86999893,49.86755371,93292000,80.76982908,1.430425809,0.042686542,1.387739267,AAPL
24/04/2019,51.84000015,52.11999893,51.76250076,51.79000092,49.79063416,70162400,79.52604594,1.448977947,0.048990944,1.399987003,AAPL
25/04/2019,51.70750046,51.93999863,51.27999878,51.31999969,49.33878708,74172800,72.46560427,1.409507554,0.007616441,1.401891113,AAPL
26/04/2019,51.22499847,51.25,50.52999878,51.07500076,49.10324097,74596400,69.0254221,1.342976618,-0.047131596,1.390108214,AAPL
29/04/2019,51.09999847,51.49250031,50.96500015,51.15250015,49.17776108,88818800,69.51837611,1.281728952,-0.08670341,1.368432362,AAPL
30/04/2019,50.76499939,50.84999847,49.77750015,50.16749954,48.23077774,186139600,57.08366384,1.140560744,-0.182297294,1.322858038,AAPL
01/05/2019,52.47000122,53.82749939,52.30749893,52.63000107,50.5982132,259309200,71.03323398,1.213399896,-0.087566514,1.30096641,AAPL
02/05/2019,52.45999908,53.16249847,52.03250122,52.28749847,50.26893616,127985200,67.73542073,1.229317545,-0.057319092,1.286636637,AAPL
03/05/2019,52.72249985,52.95999908,52.55749893,52.9375,50.89384079,83569600,70.53154831,1.279631294,-0.005604274,1.285235568,AAPL
06/05/2019,51.07249832,52.20999908,50.875,52.11999893,50.10789108,129772400,63.12232628,1.239254445,-0.036784899,1.276039344,AAPL
07/05/2019,51.47000122,51.85499954,50.20750046,50.71500015,48.75714874,155054800,52.84727314,1.081417929,-0.155697132,1.237115061,AAPL
08/05/2019,50.47499847,51.33499908,50.4375,50.72499847,48.76676178,105358000,52.90602238,0.946230576,-0.232707587,1.178938164,AAPL
09/05/2019,50.09999847,50.41999817,49.16500092,50.18000031,48.24280167,139634400,49.30025838,0.786055668,-0.314305997,1.100361665,AAPL
10/05/2019,49.35499954,49.71250153,48.19250107,49.29499817,47.57446671,164834800,44.05009308,0.581006146,-0.415484415,0.996490561,AAPL
13/05/2019,46.92750168,47.36999893,45.71250153,46.43000031,44.80945969,229722400,32.12360204,0.18518682,-0.649042993,0.834229813,AAPL
14/05/2019,46.60250092,47.42499924,46.35250092,47.16500092,45.51880264,146118800,36.84754024,-0.068405901,-0.722108571,0.65370267,AAPL
15/05/2019,46.56750107,47.9375,46.50500107,47.72999954,46.06408691,106178800,40.28781223,-0.221238986,-0.699953325,0.478714339,AAPL
16/05/2019,47.47750092,48.11750031,47.20999908,47.52000046,45.86142349,132125600,39.42808073,-0.355210829,-0.667140134,0.311929305,AAPL
17/05/2019,46.73249817,47.72499847,46.68999863,47.25,45.60083389,131516400,38.29651397,-0.477665035,-0.631675472,0.154010437,AAPL
20/05/2019,45.88000107,46.08750153,45.06999969,45.77249908,44.1749115,154449200,32.75640054,-0.686024785,-0.672028177,-0.013996607,AAPL
21/05/2019,46.30500031,47,46.17499924,46.65000153,45.02178574,113459200,38.45126994,-0.771451462,-0.605963884,-0.165487578,AAPL
22/05/2019,46.16500092,46.42750168,45.63750076,45.69499969,44.10011673,118994400,34.97923798,-0.905772207,-0.592227703,-0.313544504,AAPL
23/05/2019,44.95000076,45.13499832,44.45249939,44.91500092,43.34733963,146118800,32.40548999,-1.062909193,-0.599491751,-0.463417442,AAPL
24/05/2019,45.04999924,45.53499985,44.65499878,44.74250031,43.1808548,94858800,31.84739138,-1.187670023,-0.579402065,-0.608267958,AAPL
28/05/2019,44.72999954,45.14749908,44.47750092,44.55749893,43.00231171,111792800,31.22626302,-1.286640355,-0.542697918,-0.743942437,AAPL
29/05/2019,44.10499954,44.83750153,44,44.34500122,42.79724121,113924800,30.4906686,-1.36647003,-0.498022074,-0.868447956,AAPL
30/05/2019,44.48749924,44.80749893,44.16749954,44.57500076,43.01920319,84873600,32.34827912,-1.395094797,-0.421317473,-0.973777324,AAPL
31/05/2019,44.05749893,44.49750137,43.74750137,43.76750183,42.23988724,108174400,29.37963824,-1.466038962,-0.39380931,-1.072229652,AAPL
03/06/2019,43.90000153,44.47999954,42.56750107,43.32500076,41.81283188,161584400,27.87023868,-1.540214231,-0.374387664,-1.165826568,AAPL
04/06/2019,43.86000061,44.95750046,43.63000107,44.90999985,43.34251022,123872000,39.80050181,-1.454337786,-0.230808975,-1.223528811,AAPL
05/06/2019,46.06999969,46.24750137,45.28499985,45.63499832,44.04220581,119093600,44.33578467,-1.312647385,-0.071294859,-1.241352526,AAPL
06/06/2019,45.77000046,46.36750031,45.53749847,46.30500031,44.68883133,90105200,48.21828597,-1.13322999,0.086498029,-1.219728019,AAPL
07/06/2019,46.62749863,47.97999954,46.44250107,47.53749847,45.87831116,122737600,54.50462303,-0.881427562,0.270640365,-1.152067927,AAPL
10/06/2019,47.95249939,48.84249878,47.90499878,48.14500046,46.46460724,104883600,57.25893233,-0.625640002,0.42114234,-1.046782342,AAPL
11/06/2019,48.71500015,49,48.40000153,48.70249939,47.0026474,107731600,59.67180943,-0.373633994,0.538518679,-0.912152673,AAPL
12/06/2019,48.48749924,48.99250031,48.34749985,48.54750061,46.85305786,73012800,58.67995367,-0.184300027,0.582282117,-0.766582144,AAPL
13/06/2019,48.67499924,49.19749832,48.40000153,48.53749847,46.84341049,86698400,58.61224928,-0.034659054,0.585538471,-0.620197526,AAPL
14/06/2019,47.88750076,48.39749908,47.57500076,48.18500137,46.50321579,75046000,56.15329844,0.054856572,0.540043278,-0.485186706,AAPL
17/06/2019,48.22499847,48.74000168,48.04249954,48.47249985,46.78068161,58676400,57.71158575,0.147299102,0.505988647,-0.358689544,AAPL
18/06/2019,49.01250076,50.07249832,48.80250168,49.61249924,47.88088226,106204000,63.28373635,0.308987086,0.534141305,-0.225154218,AAPL
19/06/2019,49.91999817,49.97000122,49.32749939,49.46749878,47.74094391,84496800,62.16178415,0.420577498,0.516585373,-0.096007875,AAPL
20/06/2019,50.09249878,50.15250015,49.50749969,49.86500168,48.12457275,86056000,64.04375209,0.53492261,0.504744388,0.030178222,AAPL
21/06/2019,49.70000076,50.21250153,49.53749847,49.69499969,47.96051025,191202400,62.60951716,0.60485184,0.459738895,0.145112946,AAPL
24/06/2019,49.63499832,50.04000092,49.54249954,49.64500046,47.91225433,72881600,62.16854789,0.648758257,0.402916249,0.245842008,AAPL
25/06/2019,49.60749817,49.81499863,48.82249832,48.89250183,47.1860199,84281200,55.79883158,0.615736235,0.295915381,0.319820853,AAPL
26/06/2019,49.44250107,50.24750137,49.33750153,49.95000076,48.20660019,104270000,61.73267854,0.667206232,0.277908303,0.389297929,AAPL
27/06/2019,50.07249832,50.39250183,49.89250183,49.93500137,48.19213104,83598800,61.60634857,0.698731706,0.247547021,0.451184684,AAPL
28/06/2019,49.66999817,49.875,49.26250076,49.47999954,47.75301361,124442400,57.74590919,0.679171954,0.182389816,0.496782138,AAPL
01/07/2019,50.79249954,51.12250137,50.16249847,50.38750076,48.6288414,109012000,62.75844849,0.728500771,0.185374906,0.543125865,AAPL
02/07/2019,50.35250092,50.78250122,50.34000015,50.68249893,48.91353226,67740800,64.24336638,0.782379319,0.191402763,0.590976556,AAPL
03/07/2019,50.81999969,51.11000061,50.67250061,51.10250092,49.3188858,45448000,66.30341409,0.849180284,0.206562983,0.642617301,AAPL
05/07/2019,50.83750153,51.27000046,50.72499847,51.05749893,49.27544022,69062000,65.86554534,0.888250053,0.196506201,0.691743852,AAPL
08/07/2019,50.20249939,50.34999847,49.60250092,50.00500107,48.25968933,101354400,56.47226081,0.824777819,0.106427174,0.718350645,AAPL
09/07/2019,49.79999924,50.37749863,49.70249939,50.31000137,48.55403519,82312000,58.32697889,0.789980193,0.057303638,0.732676555,AAPL
10/07/2019,50.46250153,50.93249893,50.38999939,50.80749893,49.03416824,71588400,61.22896018,0.793400887,0.048579466,0.744821421,AAPL
11/07/2019,50.82749939,51.09749985,50.42750168,50.4375,48.67708969,80767200,57.99436723,0.757523728,0.010161845,0.747361882,AAPL
12/07/2019,50.61249924,51,50.54999924,50.82500076,49.05107117,70380800,60.35643436,0.751693835,0.003465562,0.748228273,AAPL
15/07/2019,51.02249908,51.46749878,51,51.30250168,49.51189804,67789600,63.10931719,0.776651185,0.02273833,0.753912855,AAPL
16/07/2019,51.14749908,51.52750015,50.875,51.125,49.34059143,67467200,61.40239674,0.77319426,0.015425124,0.757769136,AAPL
17/07/2019,51.01250076,51.27249908,50.81750107,50.83750153,49.06313324,56430000,58.63607643,0.738740162,-0.015223179,0.753963341,AAPL
18/07/2019,51,51.47000122,50.92499924,51.41500092,49.62047577,74162400,62.30933585,0.749395846,-0.003653996,0.753049842,AAPL
19/07/2019,51.44749832,51.625,50.59000015,50.64749908,48.8797493,83717200,55.28292614,0.687978976,-0.052056693,0.740035669,AAPL
22/07/2019,50.91249847,51.80749893,50.90250015,51.80500031,49.99686432,89111600,62.20506991,0.724356409,-0.012543408,0.736899817,AAPL
23/07/2019,52.11500168,52.22750092,51.82249832,52.20999908,50.38772202,73420800,64.28810721,0.776910068,0.0320082,0.744901867,AAPL
24/07/2019,51.91749954,52.28749847,51.79249954,52.16749954,50.34670258,59966400,63.89017163,0.805840634,0.048751013,0.757089621,AAPL
25/07/2019,52.22249985,52.31000137,51.68249893,51.75500107,49.94859695,55638400,60.00766972,0.786417802,0.023462545,0.762955257,AAPL
26/07/2019,51.86999893,52.43249893,51.78499985,51.93500137,50.12231445,70475600,61.1180239,0.776597455,0.010913759,0.765683696,AAPL
29/07/2019,52.11500168,52.65999985,52.11000061,52.41999817,50.59038925,86693600,64.01692503,0.798742541,0.026447076,0.772295465,AAPL
30/07/2019,52.18999863,52.54000092,51.82749939,52.19499969,50.37324905,135742800,61.71801277,0.789041605,0.013396912,0.775644693,AAPL
31/07/2019,54.10499954,55.34249878,52.82500076,53.25999832,51.40106964,277125600,67.6414155,0.857406384,0.065409353,0.791997032,AAPL
01/08/2019,53.47499847,54.50749969,51.68500137,52.10749817,50.2888031,216071600,57.30750058,0.809260186,0.013810524,0.795449662,AAPL
02/08/2019,51.38249969,51.60749817,50.40750122,51.00500107,49.22478104,163448400,49.51448401,0.674367981,-0.096865345,0.771233326,AAPL
05/08/2019,49.49750137,49.66249847,48.14500046,48.33499908,46.64796829,209572000,36.55120998,0.348006489,-0.33858147,0.686587959,AAPL
06/08/2019,49.07749939,49.51750183,48.50999832,49.25,47.53104019,143299200,42.14161624,0.161335803,-0.420201725,0.581537527,AAPL
07/08/2019,48.85250092,49.88999939,48.45500183,49.75999832,48.02323532,133457600,45.0478886,0.053928883,-0.422086916,0.476015799,AAPL
08/08/2019,50.04999924,50.88249969,49.84749985,50.85749817,49.08242416,108038000,50.77784174,0.056713433,-0.335441892,0.392155326,AAPL
09/08/2019,50.32500076,50.68999863,49.82249832,50.24750137,48.67796707,98478800,47.79482732,0.009588041,-0.306053827,0.315641869,AAPL
12/08/2019,49.90499878,50.51250076,49.78749847,50.11999893,48.55444717,89927600,47.17104617,-0.037613962,-0.282604665,0.244990702,AAPL
13/08/2019,50.25500107,53.03499985,50.11999893,52.24250031,50.61066055,188874000,57.18791333,0.095149409,-0.119873035,0.215022444,AAPL
14/08/2019,50.79000092,51.61000061,50.64749908,50.6875,49.10423279,146189600,49.7459904,0.074036363,-0.112788865,0.186825228,AAPL
15/08/2019,50.86500168,51.28499985,49.91749954,50.43500137,48.85962677,108909600,48.63916217,0.036508743,-0.120253188,0.156761931,AAPL
16/08/2019,51.06999969,51.79000092,50.95999908,51.625,50.01244736,110481600,53.85062984,0.101619373,-0.044114046,0.145733419,AAPL
19/08/2019,52.65499878,53.18249893,52.50749969,52.58750153,50.94488525,97654400,57.5982168,0.228254667,0.066016999,0.162237669,AAPL
20/08/2019,52.72000122,53.33750153,52.58000183,52.59000015,50.94730377,107537200,57.60784081,0.325068482,0.130264651,0.194803831,AAPL
21/08/2019,53.24750137,53.41249847,52.90000153,53.15999985,51.49949265,86141600,59.84681907,0.442685338,0.198305205,0.244380133,AAPL
22/08/2019,53.29750061,53.61000061,52.6875,53.11500168,51.45589828,89014800,59.57929394,0.526200852,0.225456575,0.300744276,AAPL
23/08/2019,52.35749817,53.01250076,50.25,50.65999985,49.0775795,187272000,47.18618993,0.389796042,0.071241412,0.31855463,AAPL
26/08/2019,51.46500015,51.79750061,51.26499939,51.62250137,50.01002121,104174400,51.450094,0.355264805,0.02936814,0.325896665,AAPL
27/08/2019,51.96500015,52.13750076,50.88249969,51.04000092,49.44571686,103493200,48.87819104,0.277694542,-0.038561698,0.31625624,AAPL
28/08/2019,51.02500153,51.43000031,50.83000183,51.38249969,49.77752686,63755200,50.44670499,0.241077349,-0.060143113,0.301220462,AAPL
29/08/2019,52.125,52.33000183,51.66500092,52.25249863,50.62033463,83962000,54.28375204,0.27904297,-0.017741994,0.296784963,AAPL
30/08/2019,52.54000092,52.61249924,51.79999924,52.18500137,50.55495453,84573600,53.93481598,0.300223741,0.002751022,0.297472719,AAPL
03/09/2019,51.60749817,51.74499893,51.05500031,51.42499924,49.81869125,80092000,50.03484022,0.252770057,-0.035762129,0.288532187,AAPL
04/09/2019,52.09749985,52.36999893,51.83000183,52.29750061,50.66392517,76752400,54.13508071,0.282311925,-0.00497621,0.287288134,AAPL
05/09/2019,53,53.49250031,52.87749863,53.31999969,51.65450668,95654800,58.43940782,0.383806911,0.077215021,0.306591889,AAPL
06/09/2019,53.51250076,53.60499954,53.12749863,53.31499863,51.6496582,77449200,58.41053426,0.458552961,0.121568857,0.336984104,AAPL
09/09/2019,53.70999908,54.11000061,52.76750183,53.54249954,51.87004471,109237600,59.39340447,0.530037228,0.154442499,0.375594729,AAPL
10/09/2019,53.46500015,54.19499969,52.92750168,54.17499924,52.4827919,127111600,62.07677099,0.630458925,0.203891357,0.426567568,AAPL
11/09/2019,54.51750183,55.92750168,54.43249893,55.89749908,54.15147781,177158400,68.23333733,0.839359572,0.330233603,0.509125969,AAPL
12/09/2019,56.20000076,56.60499954,55.71500015,55.77249908,54.03039169,128906800,67.37848713,0.983491308,0.379492272,0.603999037,AAPL
13/09/2019,55,55.19749832,54.25500107,54.6875,52.97928238,159053200,60.31494734,0.998654522,0.315724388,0.682930134,AAPL
16/09/2019,54.43249893,55.03250122,54.38999939,54.97499847,53.25780106,84632400,61.46765051,1.022088205,0.271326457,0.750761748,AAPL
17/09/2019,54.99000168,55.20500183,54.77999878,55.17499924,53.45156097,73274800,62.288281,1.044754676,0.235194343,0.809560334,AAPL
18/09/2019,55.26499939,55.71250153,54.86000061,55.69250107,53.9528923,101360000,64.40092257,1.091889469,0.225863308,0.866026161,AAPL
19/09/2019,55.50249863,55.93999863,55.09249878,55.24000168,53.51451874,88242400,61.1738686,1.080278435,0.17140182,0.908876616,AAPL
20/09/2019,55.34500122,55.63999939,54.36750031,54.43249893,52.73224258,221652400,55.80031614,0.994454433,0.068462254,0.925992179,AAPL
23/09/2019,54.73749924,54.95999908,54.41249847,54.68000031,52.97202301,76662000,57.04574807,0.93562429,0.007705689,0.927918601,AAPL
24/09/2019,55.25749969,55.62250137,54.29750061,54.41999817,52.72014236,124763200,55.28344768,0.858129002,-0.055831679,0.913960682,AAPL
25/09/2019,54.63750076,55.375,54.28499985,55.25749969,53.53147888,87613600,59.61163731,0.854443311,-0.047613896,0.902057208,AAPL
26/09/2019,55,55.23500061,54.70750046,54.97249985,53.25538254,75334000,57.56954909,0.819083385,-0.066379058,0.885462443,AAPL
27/09/2019,55.13499832,55.24000168,54.31999969,54.70500183,52.99623871,101408000,55.64285195,0.760706583,-0.099804688,0.860511271,AAPL
30/09/2019,55.22499847,56.14500046,55.19749832,55.99250031,54.24351883,103909600,62.20010648,0.809007182,-0.041203271,0.850210453,AAPL
01/10/2019,56.26750183,57.05500031,56.04999924,56.14749908,54.39367294,139223200,62.91094416,0.849994652,-0.000172641,0.850167293,AAPL
02/10/2019,55.76499939,55.89500046,54.48249817,54.74000168,53.03013611,138449200,53.13869067,0.760141798,-0.072020396,0.832162194,AAPL
03/10/2019,54.60749817,55.24000168,53.78250122,55.20500183,53.48062515,114426000,55.59289736,0.718175707,-0.091189189,0.809364897,AAPL
04/10/2019,56.40999985,56.87250137,55.97249985,56.75249863,54.9797821,138478800,62.61075777,0.800558991,-0.007044725,0.807603715,AAPL
07/10/2019,56.56750107,57.48249817,56.45999908,56.76499939,54.99189758,122306000,62.66209043,0.856978331,0.039499692,0.817478639,AAPL
08/10/2019,56.45500183,57.01499939,56.08250046,56.09999847,54.34767151,111820000,58.09288757,0.838366877,0.01671059,0.821656286,AAPL
09/10/2019,56.75749969,56.94749832,56.40999985,56.75749969,54.98462296,74770400,61.11219925,0.866681454,0.036020134,0.83066132,AAPL
10/10/2019,56.98249817,57.61000061,56.82500076,57.52249908,55.7257309,113013600,64.33213042,0.940014121,0.087482241,0.85253188,AAPL
11/10/2019,58.23749924,59.40999985,58.07749939,59.05250168,57.20793533,166795600,69.7304114,1.108807567,0.205020549,0.903787017,AAPL
14/10/2019,58.72499847,59.53250122,58.66749954,58.96749878,57.12559509,96427600,69.10464561,1.221636302,0.254279428,0.967356874,AAPL
15/10/2019,59.09749985,59.41249847,58.72000122,58.83000183,56.99240112,87360000,68.04098234,1.285144685,0.254230249,1.030914436,AAPL
16/10/2019,58.34249878,58.81000137,58.29999924,58.59249878,56.76231766,73903200,66.14703405,1.301310329,0.216316714,1.084993615,AAPL
17/10/2019,58.77249908,59.03749847,58.38000107,58.81999969,56.98270035,67585200,67.09196089,1.317294194,0.185840463,1.131453731,AAPL
18/10/2019,58.64749908,59.39500046,58.57249832,59.10250092,57.25638199,97433600,68.27611884,1.337340975,0.164709796,1.17263118,AAPL
21/10/2019,59.38000107,60.24750137,59.33000183,60.12749863,58.24935532,87247200,72.18674815,1.419572989,0.197553448,1.222019542,AAPL
22/10/2019,60.29000092,60.54999924,59.90499878,59.99000168,58.11615753,82293600,70.92373812,1.456853893,0.187867481,1.268986412,AAPL
23/10/2019,60.52500153,60.81000137,60.30500031,60.79499817,58.89600754,75828800,73.81260322,1.533676499,0.21175207,1.321924429,AAPL
