Date,Stock,Open,High,Low,Close,Adj Close,Volume
14/07/2022,NVDA,15.1079998,15.47299957,14.72799969,15.37199974,15.35470676,456235000
15/07/2022,NVDA,15.6590004,15.78199959,15.44499969,15.76200008,15.74426842,385935000
18/07/2022,NVDA,16.30200005,16.89699936,16.00200081,16.10099983,16.08288765,670517000
19/07/2022,NVDA,16.48600006,17.11000061,16.17200089,16.99200058,16.97288322,702366000
20/07/2022,NVDA,16.9470005,17.93300056,16.8010006,17.80699921,17.78696632,760538000
21/07/2022,NVDA,17.88500023,18.1439991,17.54500008,18.04999924,18.0296936,557049000
22/07/2022,NVDA,17.89299965,17.96699905,17.13699913,17.31900024,17.29951859,536671000
25/07/2022,NVDA,17.0189991,17.12400055,16.64900017,17.02400017,17.00485039,480748000
26/07/2022,NVDA,16.88899994,16.91900063,16.47800064,16.53300095,16.51440048,397865000
27/07/2022,NVDA,17.03199959,17.93600082,16.91300011,17.79000092,17.76998901,569776000
28/07/2022,NVDA,17.97500038,18.13999939,17.44000053,17.98399925,17.96376991,474646000
29/07/2022,NVDA,17.81299973,18.24399948,17.69199944,18.16300011,18.14256859,435460000
01/08/2022,NVDA,18.18199921,18.84600067,17.98999977,18.44099998,18.42025375,476469000
02/08/2022,NVDA,18.12199974,18.93799973,18.09199905,18.52599907,18.50515747,489527000
03/08/2022,NVDA,18.18400002,18.96800041,18.13699913,18.89299965,18.87174797,418146000
04/08/2022,NVDA,18.84900093,19.27400017,18.76000023,19.21500015,19.19338799,409652000
05/08/2022,NVDA,18.80999947,19.22900009,18.66600037,18.98900032,18.96763611,386068000
08/08/2022,NVDA,17.50200081,18.23900032,17.24200058,17.79299927,17.77298355,981859000
09/08/2022,NVDA,17.25200081,17.4470005,16.72400093,17.08600044,17.06678009,668263000
10/08/2022,NVDA,17.69799995,18.11800003,17.31699944,18.09700012,18.07664108,597422000
11/08/2022,NVDA,18.13100052,18.70700073,17.87599945,17.94199944,17.92181778,509327000
12/08/2022,NVDA,18.15999985,18.71800041,17.95299911,18.70899963,18.68795013,478094000
15/08/2022,NVDA,18.70100021,19.16399956,18.61300087,19.03199959,19.01059151,457666000
16/08/2022,NVDA,18.92000008,19.1420002,18.50099945,18.87899971,18.85776138,451240000
17/08/2022,NVDA,18.52300072,18.68799973,18.14500046,18.33499908,18.31437492,446799000
18/08/2022,NVDA,18.3010006,18.86499977,18.18300056,18.77300072,18.75188637,415447000
19/08/2022,NVDA,18.40600014,18.52000046,17.77000046,17.84900093,17.82892418,441588000
22/08/2022,NVDA,17.48999977,17.55800056,16.9659996,17.0340004,17.01483727,409593000
23/08/2022,NVDA,16.98900032,17.46500015,16.96999931,17.18099976,17.16167068,369986000
24/08/2022,NVDA,17.01199913,17.40600014,16.89500046,17.22200012,17.20262909,522661000
25/08/2022,NVDA,16.84399986,17.9470005,16.83300018,17.91300011,17.89284897,770691000
26/08/2022,NVDA,17.85700035,17.92399979,16.23699951,16.26000023,16.24170876,769127000
29/08/2022,NVDA,16.02000046,16.33799934,15.7670002,15.80099964,15.78322315,496132000
30/08/2022,NVDA,15.96000004,16.03899956,15.18200016,15.46800041,15.45060158,530181000
31/08/2022,NVDA,15.38399982,15.53999996,14.95899963,15.09399986,15.07701969,573710000
01/09/2022,NVDA,14.20899963,14.38000011,13.27000046,13.93700027,13.92132187,1178865000
02/09/2022,NVDA,14.10000038,14.17099953,13.5909996,13.64700031,13.63164806,743157000
06/09/2022,NVDA,13.73099995,13.77900028,13.35099983,13.46500015,13.44985199,535751000
07/09/2022,NVDA,13.56299973,13.8380003,13.34599972,13.71399975,13.70264244,512657000
08/09/2022,NVDA,13.45899963,14.00800037,13.36900043,13.98999977,13.97841358,624873000
09/09/2022,NVDA,14.15699959,14.47399998,14.1260004,14.38700008,14.37508488,486612000
12/09/2022,NVDA,14.36900043,14.54699993,14.19799995,14.50500011,14.49298859,484159000
13/09/2022,NVDA,13.80200005,13.92199993,13.09899998,13.13099957,13.12012672,714956000
14/09/2022,NVDA,13.25399971,13.28999996,12.91300011,13.12800026,13.11712933,588507000
15/09/2022,NVDA,13.01500034,13.2329998,12.78999996,12.9289999,12.91829491,523625000
16/09/2022,NVDA,12.74199963,13.21199989,12.61699963,13.19799995,13.18707085,670751000
19/09/2022,NVDA,13.01200008,13.4630003,13.01000023,13.38199997,13.37091827,569685000
20/09/2022,NVDA,13.21500015,13.4829998,13.05700016,13.17599964,13.16508865,524818000
21/09/2022,NVDA,13.2130003,14.03100014,13.10999966,13.26099968,13.25001812,807679000
22/09/2022,NVDA,13.06999969,13.14900017,12.42800045,12.56099987,12.55059719,759162000
23/09/2022,NVDA,12.42000008,12.61100006,12.25699997,12.51599979,12.50563526,663309000
26/09/2022,NVDA,12.49100018,12.6590004,12.21399975,12.22799969,12.21787453,547343000
27/09/2022,NVDA,12.50699997,12.73600006,12.25800037,12.41300011,12.40272141,553854000
28/09/2022,NVDA,12.40999985,12.82299995,12.35400009,12.73600006,12.72545242,542414000
29/09/2022,NVDA,12.44799995,12.5,11.9460001,12.22000027,12.20987988,532763000
