Date,Open,High,Low,Close,Adj Close,Volume,RSI,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,Ticker
2019-01-02,38.72249984741211,39.712501525878906,38.557498931884766,39.47999954223633,37.79378128051758,148158800,48.544578047775055,2.0164782523034646,-0.2741119158692973,1.742551176672598,AAPL
2019-01-03,35.994998931884766,36.43000030517578,35.5,35.54750061035156,34.029239654541016,365248800,48.544578047775055,2.0164782523034646,-0.2741119158692973,1.742551176672598,AAPL
2019-01-04,36.13249969482422,37.13750076293945,35.95000076293945,37.064998626708984,35.48192596435547,234428400,48.544578047775055,2.0164782523034646,-0.2741119158692973,1.742551176672598,AAPL
2019-01-07,37.17499923706055,37.20750045776367,36.474998474121094,36.98249816894531,35.40294647216797,219111200,48.544578047775055,2.0164782523034646,-0.2741119158692973,1.742551176672598,AAPL
2019-01-08,37.38999938964844,37.95500183105469,37.130001068115234,37.6875,36.07783889770508,164101200,48.544578047775055,2.0164782523034646,-0.2741119158692973,1.742551176672598,AAPL
2019-01-09,37.8224983215332,38.63249969482422,37.407501220703125,38.32749938964844,36.69050979614258,180396400,48.544578047775055,2.0164782523034646,-0.2741119158692973,1.742551176672598,AAPL
2019-01-10,38.125,38.49250030517578,37.71500015258789,38.45000076293945,36.80776596069336,143122800,48.544578047775055,2.0164782523034646,-0.2741119158692973,1.742551176672598,AAPL
2019-01-11,38.220001220703125,38.42499923706055,37.877498626708984,38.0724983215332,36.44639587402344,108092800,48.544578047775055,2.0164782523034646,-0.2741119158692973,1.742551176672598,AAPL
2019-01-14,37.712501525878906,37.817501068115234,37.30500030517578,37.5,35.89834976196289,129756800,48.544578047775055,2.0164782523034646,-0.2741119158692973,1.742551176672598,AAPL
2019-01-15,37.567501068115234,38.34749984741211,37.51250076293945,38.26750183105469,36.6330680847168,114843600,48.544578047775055,2.0164782523034646,-0.2741119158692973,1.742551176672598,AAPL
2019-01-16,38.27000045776367,38.970001220703125,38.25,38.73500061035156,37.08060073852539,122278800,48.544578047775055,2.0164782523034646,-0.2741119158692973,1.742551176672598,AAPL
2019-01-17,38.54999923706055,39.415000915527344,38.314998626708984,38.96500015258789,37.3007698059082,119284800,48.544578047775055,2.0164782523034646,-0.2741119158692973,1.742551176672598,AAPL
2019-01-18,39.375,39.470001220703125,38.994998931884766,39.20500183105469,37.5305290222168,135004000,48.544578047775055,2.0164782523034646,-0.2741119158692973,1.742551176672598,AAPL
2019-01-22,39.102500915527344,39.182498931884766,38.154998779296875,38.32500076293945,36.68811798095703,121576000,48.544578047775055,2.0164782523034646,-0.2741119158692973,1.742551176672598,AAPL
2019-01-23,38.537498474121094,38.78499984741211,37.92499923706055,38.47999954223633,36.836490631103516,92522400,48.544578047775055,2.0164782523034646,-0.2741119158692973,1.742551176672598,AAPL
2019-01-24,38.52750015258789,38.619998931884766,37.935001373291016,38.17499923706055,36.544517517089844,101766000,45.91067130572038,2.0164782523034646,-0.2741119158692973,1.742551176672598,AAPL
2019-01-25,38.869998931884766,39.532501220703125,38.58000183105469,39.439998626708984,37.7554817199707,134142000,56.46191613544759,2.0164782523034646,-0.2741119158692973,1.742551176672598,AAPL
2019-01-28,38.9474983215332,39.08250045776367,38.415000915527344,39.07500076293945,37.40607833862305,104768400,53.23509542279083,2.0164782523034646,-0.2741119158692973,1.742551176672598,AAPL
2019-01-29,39.0625,39.532501220703125,38.52750015258789,38.66999816894531,37.01836395263672,166348800,49.831959071334275,2.0164782523034646,-0.2741119158692973,1.742551176672598,AAPL
2019-01-30,40.8125,41.537498474121094,40.057498931884766,41.3125,39.548011779785156,244439200,65.38184992415273,2.0164782523034646,-0.2741119158692973,1.742551176672598,AAPL
2019-01-31,41.52750015258789,42.25,41.13999938964844,41.61000061035156,39.83279800415039,162958400,66.63568290826734,2.0164782523034646,-0.2741119158692973,1.742551176672598,AAPL
2019-02-01,41.7400016784668,42.244998931884766,41.48249816894531,41.630001068115234,39.851959228515625,130672400,66.72294336825563,2.0164782523034646,-0.2741119158692973,1.742551176672598,AAPL
2019-02-04,41.852500915527344,42.915000915527344,41.81999969482422,42.8125,40.983943939208984,125982000,71.47335703121179,2.0164782523034646,-0.2741119158692973,1.742551176672598,AAPL
2019-02-05,43.21500015258789,43.77000045776367,43.087501525878906,43.54499816894531,41.685150146484375,144406400,73.95375889820016,2.0164782523034646,-0.2741119158692973,1.742551176672598,AAPL
2019-02-06,43.662498474121094,43.89250183105469,43.212501525878906,43.560001373291016,41.699520111083984,112958400,74.00361822995421,2.0164782523034646,-0.2741119158692973,1.742551176672598,AAPL
2019-02-07,43.099998474121094,43.48500061035156,42.584999084472656,42.73500061035156,40.90975570678711,126966800,66.46877717601164,2.0164782523034646,-0.2741119158692973,1.742551176672598,AAPL
2019-02-08,42.247501373291016,42.665000915527344,42.10499954223633,42.602500915527344,40.95783233642578,95280000,65.31849986237648,1.9640067680222373,-0.2741119158692973,1.742551176672598,AAPL
