Date,Open,High,Low,Close,Adj Close,Volume,RSI,MACD,MACD_Signal,MACD_Hist,Ticker
2019-01-02,38.72249984741211,39.712501525878906,38.557498931884766,39.47999954223633,37.79378128051758,148158800,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-01-03,35.994998931884766,36.43000030517578,35.5,35.54750061035156,34.029239654541016,365248800,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-01-04,36.13249969482422,37.13750076293945,35.95000076293945,37.064998626708984,35.48192596435547,234428400,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-01-07,37.17499923706055,37.20750045776367,36.474998474121094,36.98249816894531,35.40294647216797,219111200,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-01-08,37.38999938964844,37.95500183105469,37.130001068115234,37.6875,36.07783889770508,164101200,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-01-09,37.8224983215332,38.63249969482422,37.407501220703125,38.32749938964844,36.69050979614258,180396400,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-01-10,38.125,38.49250030517578,37.71500015258789,38.45000076293945,36.80776596069336,143122800,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-01-11,38.220001220703125,38.42499923706055,37.877498626708984,38.0724983215332,36.44639587402344,108092800,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-01-14,37.712501525878906,37.817501068115234,37.30500030517578,37.5,35.89834976196289,129756800,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-01-15,37.567501068115234,38.34749984741211,37.51250076293945,38.26750183105469,36.6330680847168,114843600,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-01-16,38.27000045776367,38.970001220703125,38.25,38.73500061035156,37.08060073852539,122278800,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-01-17,38.54999923706055,39.415000915527344,38.314998626708984,38.96500015258789,37.3007698059082,119284800,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-01-18,39.375,39.470001220703125,38.994998931884766,39.20500183105469,37.5305290222168,135004000,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-01-22,39.102500915527344,39.182498931884766,38.154998779296875,38.32500076293945,36.68811798095703,121576000,,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-01-23,38.537498474121094,38.78499984741211,37.92499923706055,38.47999954223633,36.836490631103516,92522400,48.544578047775055,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-01-24,38.52750015258789,38.619998931884766,37.935001373291016,38.17499923706055,36.544517517089844,101766000,45.91067130572038,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-01-25,38.869998931884766,39.532501220703125,38.58000183105469,39.439998626708984,37.7554817199707,134142000,56.46191613544759,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-01-28,38.9474983215332,39.08250045776367,38.415000915527344,39.07500076293945,37.40607833862305,104768400,53.23509542279083,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-01-29,39.0625,39.532501220703125,38.52750015258789,38.66999816894531,37.01836395263672,166348800,49.831959071334275,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-01-30,40.8125,41.537498474121094,40.057498931884766,41.3125,39.548011779785156,244439200,65.38184992415273,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-01-31,41.52750015258789,42.25,41.13999938964844,41.61000061035156,39.83279800415039,162958400,66.63568290826734,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-02-01,41.7400016784668,42.244998931884766,41.48249816894531,41.630001068115234,39.851959228515625,130672400,66.72294336825563,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-02-04,41.852500915527344,42.915000915527344,41.81999969482422,42.8125,40.983943939208984,125982000,71.47335703121179,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-02-05,43.21500015258789,43.77000045776367,43.087501525878906,43.54499816894531,41.685150146484375,144406400,73.95375889820016,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-02-06,43.662498474121094,43.89250183105469,43.212501525878906,43.560001373291016,41.699520111083984,112958400,74.00361822995421,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-02-07,43.099998474121094,43.48500061035156,42.584999084472656,42.73500061035156,40.90975570678711,126966800,66.46877717601164,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-02-08,42.247501373291016,42.665000915527344,42.10499954223633,42.602500915527344,40.95783233642578,95280000,65.31849986237648,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-02-11,42.76250076293945,42.8025016784668,42.3125,42.35749816894531,40.72228240966797,83973600,63.14255553941445,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-02-12,42.525001525878906,42.75,42.42499923706055,42.72249984741211,41.07319259643555,89134000,65.01251787119064,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-02-13,42.84749984741211,43.119998931884766,42.47999954223633,42.54499816894531,40.90254592895508,89960800,63.329812327790336,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-02-14,42.4275016784668,42.814998626708984,42.345001220703125,42.70000076293945,41.05156707763672,87342800,64.20117920254744,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-02-15,42.8125,42.92499923706055,42.4375,42.60499954223633,40.960227966308594,98507200,63.20978330410203,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-02-19,42.4275016784668,42.86000061035156,42.372501373291016,42.73249816894531,41.082801818847656,75891200,64.01296026258589,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-02-20,42.79750061035156,43.33000183105469,42.747501373291016,43.00749969482422,41.347190856933594,104457600,65.74978683074639,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-02-21,42.95000076293945,43.092498779296875,42.57500076293945,42.76499938964844,41.11404800415039,68998800,62.86838071130216,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-02-22,42.89500045776367,43.25,42.845001220703125,43.24250030517578,41.5731201171875,75652800,66.0256251154108,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-02-25,43.540000915527344,43.967498779296875,43.48749923706055,43.557498931884766,41.875953674316406,87493600,67.96098865294965,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-02-26,43.4275016784668,43.82500076293945,43.29249954223633,43.58250045776367,41.89998245239258,68280800,68.11623565012437,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-02-27,43.3025016784668,43.75,43.182498931884766,43.717498779296875,42.02978515625,111341600,68.98999625189015,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-02-28,43.58000183105469,43.727500915527344,43.22999954223633,43.287498474121094,41.61638259887695,112861600,63.0619031063283,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-03-01,43.56999969482422,43.787498474121094,43.22249984741211,43.74250030517578,42.05381774902344,103544800,66.35620184706502,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-03-04,43.92250061035156,44.4375,43.49250030517578,43.962501525878906,42.26532745361328,109744800,67.84925784365049,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-03-05,43.98500061035156,44.0,43.6349983215332,43.88249969482422,42.18841552734375,78949600,66.69023277217325,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-03-06,43.66749954223633,43.872501373291016,43.48500061035156,43.630001068115234,41.94565963745117,83241600,63.03055668363811,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-03-07,43.467498779296875,43.61000061035156,43.005001068115234,43.125,41.46015930175781,99185600,56.36813604488966,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-03-08,42.58000183105469,43.26750183105469,42.375,43.227500915527344,41.55869674682617,95997600,57.35347285635711,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-03-11,43.872501373291016,44.779998779296875,43.837501525878906,44.724998474121094,42.998374938964844,128044000,68.5336820573417,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-03-12,45.0,45.66749954223633,44.842498779296875,45.227500915527344,43.48148727416992,129870400,71.25675223643577,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-03-13,45.5625,45.82500076293945,45.22999954223633,45.4275016784668,43.673770904541016,124130000,72.28479039408387,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-03-14,45.974998474121094,46.025001525878906,45.63999938964844,45.932498931884766,44.159263610839844,94318000,74.74134109225986,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-03-15,46.212501525878906,46.83250045776367,45.935001373291016,46.529998779296875,44.733699798583984,156171600,77.30452785782252,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-03-18,46.45000076293945,47.09749984741211,46.4474983215332,47.005001068115234,45.19037628173828,104879200,79.1186676769527,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-03-19,47.087501525878906,47.247501373291016,46.47999954223633,46.63249969482422,44.832252502441406,126585600,74.11536641982552,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-03-20,46.557498931884766,47.372501373291016,46.182498931884766,47.040000915527344,45.22401809692383,124140800,75.91009390661313,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-03-21,47.505001068115234,49.08250045776367,47.45249938964844,48.772499084472656,46.889625549316406,204136800,81.71484591715772,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-03-22,48.834999084472656,49.42250061035156,47.69499969482422,47.76250076293945,45.91862487792969,169630800,70.97739545057229,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-03-25,47.877498626708984,47.994998931884766,46.650001525878906,47.185001373291016,45.36341857910156,175381200,65.66432864698787,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-03-26,47.915000915527344,48.220001220703125,46.14500045776367,46.6974983215332,44.89474105834961,199202000,61.480507108026764,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-03-27,47.1875,47.439998626708984,46.63750076293945,47.11750030517578,45.29852294921875,119393600,63.63051231952147,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-03-28,47.23749923706055,47.38999938964844,46.88249969482422,47.18000030517578,45.358612060546875,83121600,63.952947241581384,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-03-29,47.45750045776367,47.52000045776367,47.1349983215332,47.48749923706055,45.65423583984375,94256000,65.57023473781882,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-04-01,47.90999984741211,47.91999816894531,47.095001220703125,47.810001373291016,45.964298248291016,111448000,67.2308037290307,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-04-02,47.772499084472656,48.6150016784668,47.76250076293945,48.505001068115234,46.63246154785156,91062800,70.52953236720484,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-04-03,48.3125,49.125,48.287498474121094,48.837501525878906,46.95212936401367,93087200,71.98264809469838,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-04-04,48.6974983215332,49.092498779296875,48.28499984741211,48.92250061035156,47.03384780883789,76457200,72.35787271115858,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-04-05,49.11249923706055,49.275001525878906,48.98249816894531,49.25,47.348697662353516,74106400,73.8130950078153,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-04-08,49.10499954223633,50.057498931884766,49.084999084472656,50.025001525878906,48.09377670288086,103526800,76.91082172071178,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-04-09,50.08000183105469,50.712501525878906,49.807498931884766,49.875,47.94957733154297,143072800,75.06008025492336,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-04-10,49.66999816894531,50.185001373291016,49.54499816894531,50.154998779296875,48.21875762939453,86781200,76.21083467811275,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-04-11,50.212501525878906,50.25,49.61000061035156,49.73749923706055,47.81737518310547,83603200,70.95372147234585,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-04-12,49.79999923706055,50.03499984741211,49.0525016784668,49.717498779296875,47.79814910888672,111042800,70.70210932901928,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-04-15,49.64500045776367,49.962501525878906,49.502498626708984,49.807498931884766,47.884666442871094,70146400,71.1970816402884,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-04-16,49.8650016784668,50.342498779296875,49.63999938964844,49.8125,47.889488220214844,102785600,71.22617182001544,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-04-17,49.8849983215332,50.845001220703125,49.65250015258789,50.782501220703125,48.8220329284668,115627200,76.23886656673263,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-04-18,50.779998779296875,51.037498474121094,50.630001068115234,50.96500015258789,48.99748992919922,96783200,77.04898450434908,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-04-22,50.70750045776367,51.23500061035156,50.584999084472656,51.13249969482422,49.15852737426758,77758000,77.79720020791311,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-04-23,51.10749816894531,51.9375,50.974998474121094,51.869998931884766,49.8675537109375,93292000,80.7698290782668,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-04-24,51.84000015258789,52.119998931884766,51.76250076293945,51.790000915527344,49.79063415527344,70162400,79.52604594080172,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-04-25,51.70750045776367,51.939998626708984,51.279998779296875,51.31999969482422,49.33878707885742,74172800,72.46560426640812,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-04-26,51.224998474121094,51.25,50.529998779296875,51.07500076293945,49.103240966796875,74596400,69.02542210494089,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-04-29,51.099998474121094,51.49250030517578,50.96500015258789,51.15250015258789,49.17776107788086,88818800,69.51837610639504,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
