Date,Open,High,Low,Close,Adj Close,Volume,RSI,MACD,MACD_Signal,MACD_Hist,Ticker
2019-04-30,50.76499938964844,50.849998474121094,49.77750015258789,50.16749954223633,48.230777740478516,186139600,57.08366384253857,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-05-01,52.470001220703125,53.82749938964844,52.307498931884766,52.630001068115234,50.59821319580078,259309200,71.03323398011864,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-05-02,52.459999084472656,53.162498474121094,52.032501220703125,52.287498474121094,50.26893615722656,127985200,67.7354207251419,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-05-03,52.72249984741211,52.959999084472656,52.557498931884766,52.9375,50.89384078979492,83569600,70.53154831140273,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-05-06,51.0724983215332,52.209999084472656,50.875,52.119998931884766,50.10789108276367,129772400,63.122326276922934,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-05-07,51.470001220703125,51.85499954223633,50.20750045776367,50.71500015258789,48.75714874267578,155054800,52.847273136737975,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-05-08,50.474998474121094,51.334999084472656,50.4375,50.724998474121094,48.766761779785156,105358000,52.90602238168721,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-05-09,50.099998474121094,50.41999816894531,49.165000915527344,50.18000030517578,48.242801666259766,139634400,49.30025837642626,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-05-10,49.35499954223633,49.712501525878906,48.192501068115234,49.29499816894531,47.574466705322266,164834800,44.05009307560152,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-05-13,46.9275016784668,47.369998931884766,45.712501525878906,46.43000030517578,44.8094596862793,229722400,32.12360204431195,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-05-14,46.602500915527344,47.42499923706055,46.352500915527344,47.165000915527344,45.518802642822266,146118800,36.847540239372414,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-05-15,46.567501068115234,47.9375,46.505001068115234,47.72999954223633,46.0640869140625,106178800,40.28781222537491,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-05-16,47.477500915527344,48.11750030517578,47.209999084472656,47.52000045776367,45.86142349243164,132125600,39.42808072831384,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-05-17,46.73249816894531,47.724998474121094,46.689998626708984,47.25,45.600833892822266,131516400,38.29651397432031,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-05-20,45.880001068115234,46.087501525878906,45.06999969482422,45.772499084472656,44.17491149902344,154449200,32.756400544710715,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-05-21,46.30500030517578,47.0,46.17499923706055,46.650001525878906,45.021785736083984,113459200,38.45126993610854,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-05-22,46.165000915527344,46.4275016784668,45.63750076293945,45.69499969482422,44.10011672973633,118994400,34.97923797758337,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-05-23,44.95000076293945,45.1349983215332,44.45249938964844,44.915000915527344,43.34733963012695,146118800,32.40548998550277,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-05-24,45.04999923706055,45.53499984741211,44.654998779296875,44.74250030517578,43.18085479736328,94858800,31.847391379018127,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-05-28,44.72999954223633,45.147499084472656,44.477500915527344,44.557498931884766,43.00231170654297,111792800,31.226263019726655,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-05-29,44.10499954223633,44.837501525878906,44.0,44.345001220703125,42.7972412109375,113924800,30.49066859507977,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-05-30,44.48749923706055,44.807498931884766,44.16749954223633,44.57500076293945,43.019203186035156,84873600,32.34827911652329,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-05-31,44.057498931884766,44.497501373291016,43.747501373291016,43.76750183105469,42.23988723754883,108174400,29.379638239415076,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-06-03,43.900001525878906,44.47999954223633,42.567501068115234,43.32500076293945,41.81283187866211,161584400,27.870238677444934,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-06-04,43.86000061035156,44.95750045776367,43.630001068115234,44.90999984741211,43.34251022338867,123872000,39.80050181059599,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-06-05,46.06999969482422,46.247501373291016,45.28499984741211,45.6349983215332,44.042205810546875,119093600,44.335784674482866,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-06-06,45.77000045776367,46.36750030517578,45.537498474121094,46.30500030517578,44.6888313293457,90105200,48.21828596927775,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-06-07,46.627498626708984,47.97999954223633,46.442501068115234,47.537498474121094,45.87831115722656,122737600,54.504623030847355,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-06-10,47.95249938964844,48.842498779296875,47.904998779296875,48.14500045776367,46.46460723876953,104883600,57.25893233368312,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-06-11,48.71500015258789,49.0,48.400001525878906,48.70249938964844,47.002647399902344,107731600,59.67180942703238,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-06-12,48.48749923706055,48.99250030517578,48.34749984741211,48.54750061035156,46.853057861328125,73012800,58.67995367156106,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-06-13,48.67499923706055,49.1974983215332,48.400001525878906,48.537498474121094,46.84341049194336,86698400,58.61224927533457,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-06-14,47.88750076293945,48.397499084472656,47.57500076293945,48.185001373291016,46.50321578979492,75046000,56.15329843518552,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-06-17,48.224998474121094,48.7400016784668,48.04249954223633,48.47249984741211,46.78068161010742,58676400,57.71158575381325,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-06-18,49.01250076293945,50.0724983215332,48.8025016784668,49.61249923706055,47.880882263183594,106204000,63.28373635460462,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-06-19,49.91999816894531,49.970001220703125,49.32749938964844,49.467498779296875,47.740943908691406,84496800,62.16178415440813,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-06-20,50.092498779296875,50.15250015258789,49.50749969482422,49.8650016784668,48.12457275390625,86056000,64.0437520856766,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-06-21,49.70000076293945,50.212501525878906,49.537498474121094,49.69499969482422,47.96051025390625,191202400,62.60951715733062,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-06-24,49.6349983215332,50.040000915527344,49.54249954223633,49.64500045776367,47.912254333496094,72881600,62.16854789060723,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-06-25,49.60749816894531,49.814998626708984,48.8224983215332,48.89250183105469,47.18601989746094,84281200,55.798831580540316,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-06-26,49.442501068115234,50.247501373291016,49.337501525878906,49.95000076293945,48.206600189208984,104270000,61.73267853509151,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-06-27,50.0724983215332,50.39250183105469,49.89250183105469,49.935001373291016,48.19213104248047,83598800,61.606348565078946,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-06-28,49.66999816894531,49.875,49.26250076293945,49.47999954223633,47.753013610839844,124442400,57.745909194630975,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-07-01,50.79249954223633,51.122501373291016,50.162498474121094,50.38750076293945,48.628841400146484,109012000,62.75844848687865,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-07-02,50.352500915527344,50.782501220703125,50.34000015258789,50.682498931884766,48.91353225708008,67740800,64.24336637517894,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-07-03,50.81999969482422,51.11000061035156,50.67250061035156,51.102500915527344,49.318885803222656,45448000,66.30341408697224,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-07-05,50.837501525878906,51.27000045776367,50.724998474121094,51.057498931884766,49.27544021606445,69062000,65.86554534275007,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-07-08,50.20249938964844,50.349998474121094,49.602500915527344,50.005001068115234,48.25968933105469,101354400,56.47226081335829,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-07-09,49.79999923706055,50.377498626708984,49.70249938964844,50.310001373291016,48.55403518676758,82312000,58.32697889476315,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-07-10,50.462501525878906,50.932498931884766,50.38999938964844,50.807498931884766,49.0341682434082,71588400,61.22896017931936,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-07-11,50.82749938964844,51.09749984741211,50.4275016784668,50.4375,48.67708969116211,80767200,57.99436723097392,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-07-12,50.61249923706055,51.0,50.54999923706055,50.82500076293945,49.05107116699219,70380800,60.35643435701848,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-07-15,51.022499084472656,51.467498779296875,51.0,51.3025016784668,49.511898040771484,67789600,63.10931719184867,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-07-16,51.147499084472656,51.52750015258789,50.875,51.125,49.34059143066406,67467200,61.40239674381466,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-07-17,51.01250076293945,51.272499084472656,50.817501068115234,50.837501525878906,49.063133239746094,56430000,58.63607643404858,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-07-18,51.0,51.470001220703125,50.92499923706055,51.415000915527344,49.62047576904297,74162400,62.3093358531741,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-07-19,51.4474983215332,51.625,50.59000015258789,50.647499084472656,48.8797492980957,83717200,55.28292613686089,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-07-22,50.912498474121094,51.807498931884766,50.90250015258789,51.80500030517578,49.996864318847656,89111600,62.205069908761,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-07-23,52.1150016784668,52.227500915527344,51.8224983215332,52.209999084472656,50.38772201538086,73420800,64.28810721135382,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-07-24,51.91749954223633,52.287498474121094,51.79249954223633,52.16749954223633,50.346702575683594,59966400,63.89017162647876,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-07-25,52.22249984741211,52.310001373291016,51.682498931884766,51.755001068115234,49.9485969543457,55638400,60.00766972238653,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-07-26,51.869998931884766,52.432498931884766,51.78499984741211,51.935001373291016,50.122314453125,70475600,61.118023897767614,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-07-29,52.1150016784668,52.65999984741211,52.11000061035156,52.41999816894531,50.590389251708984,86693600,64.01692503392017,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-07-30,52.189998626708984,52.540000915527344,51.82749938964844,52.19499969482422,50.37324905395508,135742800,61.71801277352824,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-07-31,54.10499954223633,55.342498779296875,52.82500076293945,53.2599983215332,51.40106964111328,277125600,67.64141549692913,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
2019-08-01,53.474998474121094,54.50749969482422,51.685001373291016,52.10749816894531,50.28880310058594,216071600,57.307500584023586,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,AAPL
