Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,BRK-B,GOOGL,JNJ,JPM,META,MSFT,NVDA,TSLA,AAPL,AMZN,BRK-B,GOOGL,JNJ,JPM,META,MSFT,NVDA,TSLA,AAPL,AMZN,BRK-B,GOOGL,JNJ,JPM,META,MSFT,NVDA,TSLA,AAPL,AMZN,BRK-B,GOOGL,JNJ,JPM,META,MSFT,NVDA,TSLA,AAPL,AMZN,BRK-B,GOOGL,JNJ,JPM,META,MSFT,NVDA,TSLA,AAPL,AMZN,BRK-B,GOOGL,JNJ,JPM,META,MSFT,NVDA,TSLA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-02,37.79377746582031,76.95649719238281,202.8000030517578,52.67354965209961,109.85053253173828,83.85516357421875,135.40174865722656,95.67346954345703,3.3786120414733887,20.674667358398438,39.47999954223633,76.95649719238281,202.8000030517578,52.73400115966797,127.75,99.30999755859375,135.67999267578125,101.12000274658203,3.4054999351501465,20.674667358398438,39.712501525878906,77.66799926757812,204.39999389648438,53.03950119018555,128.3800048828125,99.77999877929688,137.50999450683594,101.75,3.4619998931884766,21.0086669921875,38.557498931884766,73.04650115966797,201.14999389648438,51.263999938964844,126.27999877929688,95.94000244140625,128.55999755859375,98.94000244140625,3.2512500286102295,19.920000076293945,38.72249984741211,73.26000213623047,201.72999572753906,51.36000061035156,128.1300048828125,95.94999694824219,128.99000549316406,99.55000305175781,3.2660000324249268,20.406667709350586,148158800,159662000,4802100,31868000,7631700,15670900,28146200,35329300,508752000,174879000
2019-01-03,34.02924346923828,75.01399993896484,191.66000366210938,51.2147216796875,108.1049575805664,82.6634521484375,131.46983337402344,92.15380096435547,3.174485921859741,20.02400016784668,35.54750061035156,75.01399993896484,191.66000366210938,51.27349853515625,125.72000122070312,97.11000061035156,131.74000549316406,97.4000015258789,3.1997499465942383,20.02400016784668,36.43000030517578,76.9000015258789,200.22000122070312,53.3129997253418,128.27000427246094,98.88999938964844,137.1699981689453,100.19000244140625,3.378999948501587,20.626667022705078,35.5,74.85549926757812,191.0399932861328,51.118499755859375,125.36000061035156,96.69000244140625,131.1199951171875,97.19999694824219,3.1922500133514404,19.825332641601562,35.994998931884766,76.00050354003906,199.97000122070312,52.53350067138672,128.13999938964844,98.63999938964844,134.69000244140625,100.0999984741211,3.344749927520752,20.46666717529297,365248800,139512000,8540600,41960000,8654500,16286400,22717900,42579100,705552000,104478000
2019-01-04,35.481929779052734,78.76950073242188,195.1999969482422,53.841705322265625,109.9193344116211,85.71088409423828,137.66709899902344,96.43983459472656,3.377866744995117,21.179332733154297,37.064998626708984,78.76950073242188,195.1999969482422,53.903499603271484,127.83000183105469,100.69000244140625,137.9499969482422,101.93000030517578,3.404750108718872,21.179332733154297,37.13750076293945,79.69999694824219,196.69000244140625,54.0,128.64999389648438,100.93000030517578,138.0,102.51000213623047,3.4432499408721924,21.200000762939453,35.95000076293945,75.91549682617188,193.8800048828125,51.84299850463867,126.7300033569336,98.27999877929688,133.75,98.93000030517578,3.242500066757202,20.18199920654297,36.13249969482422,76.5,194.85000610351562,52.12799835205078,127.12000274658203,99.11000061035156,134.00999450683594,99.72000122070312,3.2734999656677246,20.399999618530273,234428400,183652000,6611200,46022000,8831700,16935200,29002100,44060600,585620000,110911500
2019-01-07,35.4029426574707,81.47550201416016,196.91000366210938,53.73432922363281,109.2142105102539,85.77047729492188,137.7668914794922,96.56281280517578,3.556694269180298,22.33066749572754,36.98249816894531,81.47550201416016,196.91000366210938,53.79600143432617,127.01000213623047,100.76000213623047,138.0500030517578,102.05999755859375,3.5850000381469727,22.33066749572754,37.20750045776367,81.72799682617188,198.27999877929688,54.1349983215332,128.35000610351562,101.47000122070312,138.8699951171875,103.2699966430664,3.6222500801086426,22.44933319091797,36.474998474121094,79.45950317382812,195.3699951171875,53.13199996948242,126.80000305175781,99.70999908447266,135.91000366210938,100.9800033569336,3.410749912261963,21.183332443237305,37.17499923706055,80.1155014038086,196.38999938964844,54.048500061035156,127.62999725341797,100.43000030517578,137.55999755859375,101.63999938964844,3.4625000953674316,21.447999954223633,219111200,159864000,5423000,47446000,8404700,15430700,20089300,35656100,709160000,113268000
2019-01-08,36.07783889770508,82.8290023803711,196.30999755859375,54.2062873840332,111.75086975097656,85.6087417602539,142.2377166748047,97.26296997070312,3.468148946762085,22.356666564941406,37.6875,82.8290023803711,196.30999755859375,54.26850128173828,129.9600067138672,100.56999969482422,142.52999877929688,102.80000305175781,3.4957499504089355,22.356666564941406,37.95500183105469,83.83049774169922,199.0800018310547,54.66749954223633,130.5,101.81999969482422,143.13999938964844,103.97000122070312,3.6695001125335693,22.93400001525879,37.130001068115234,80.83049774169922,194.66000366210938,53.41749954223633,127.7300033569336,99.55000305175781,139.5399932861328,101.70999908447266,3.422499895095825,21.801332473754883,37.38999938964844,83.2344970703125,198.99000549316406,54.29999923706055,128.17999267578125,101.62999725341797,139.88999938964844,103.04000091552734,3.667249917984009,22.797332763671875,164101200,177628000,4476800,35414000,9351600,13578800,26263800,31514400,786016000,105127500
2019-01-09,36.69050598144531,82.97100067138672,196.3699951171875,54.02050018310547,110.86518096923828,85.46402740478516,143.93421936035156,98.65377807617188,3.5363564491271973,22.568666458129883,38.32749938964844,82.97100067138672,196.3699951171875,54.08250045776367,128.92999267578125,100.4000015258789,144.22999572753906,104.2699966430664,3.564500093460083,22.568666458129883,38.63249969482422,83.38999938964844,197.67999267578125,54.582000732421875,130.24000549316406,101.48999786376953,144.6999969482422,104.87999725341797,3.6122500896453857,22.899999618530273,37.407501220703125,82.06999969482422,194.9499969482422,53.71849822998047,128.3300018310547,99.93000030517578,141.27000427246094,103.23999786376953,3.496500015258789,22.097999572753906,37.8224983215332,82.64900207519531,197.3000030517578,54.39950180053711,129.8300018310547,100.80999755859375,142.9499969482422,103.86000061035156,3.547499895095825,22.366666793823242,180396400,126976000,3607500,26998000,7403500,14230300,22205900,32280800,617260000,81493500
2019-01-10,36.80777359008789,82.81099700927734,196.5800018310547,53.87966537475586,111.53590393066406,85.45552062988281,143.90428161621094,98.0198745727539,3.602083444595337,22.99799919128418,38.45000076293945,82.81099700927734,196.5800018310547,53.94150161743164,129.7100067138672,100.38999938964844,144.1999969482422,103.5999984741211,3.6307499408721924,22.99799919128418,38.49250030517578,83.1624984741211,197.89999389648438,53.990501403808594,129.88999938964844,100.7300033569336,144.55999755859375,103.75,3.6394999027252197,23.025999069213867,37.71500015258789,81.08100128173828,194.9600067138672,53.23400115966797,127.69000244140625,99.2699966430664,140.83999633789062,102.37999725341797,3.4839999675750732,22.119333267211914,38.125,82.05049896240234,195.50999450683594,53.74700164794922,127.69000244140625,100.0199966430664,143.0800018310547,103.22000122070312,3.5450000762939453,22.293333053588867,143122800,130154000,3627700,26598000,6224400,14376100,16125000,30067600,523156000,90846000
2019-01-11,36.446388244628906,82.02799987792969,196.2899932861328,53.1624870300293,111.5702896118164,85.04692077636719,143.50509643554688,97.26296997070312,3.6913723945617676,23.150667190551758,38.0724983215332,82.02799987792969,196.2899932861328,53.2234992980957,129.75,99.91000366210938,143.8000030517578,102.80000305175781,3.720750093460083,23.150667190551758,38.42499923706055,83.0145034790039,196.64999389648438,53.66849899291992,129.83999633789062,100.16999816894531,145.36000061035156,103.44000244140625,3.7437500953674316,23.227333068847656,37.877498626708984,81.81099700927734,194.5,52.82149887084961,128.30999755859375,98.94999694824219,142.57000732421875,101.63999938964844,3.5802500247955322,22.584667205810547,38.220001220703125,82.02749633789062,195.66000366210938,53.494998931884766,129.0,99.88999938964844,143.14999389648438,103.19000244140625,3.6082499027252197,22.805999755859375,108092800,93724000,3535200,30864000,5300400,15439900,12908000,28314200,874764000,75586500
