Date,Open,High,Low,Close,Adj Close,Volume,RSI,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,MA,Ticker
19/01/2024,189.3300018,191.9499969,188.8200073,191.5599976,191.0567322,68741000,74.45096561,0.877486997,-1.10685076,0.142732654,179.0471888,187.8904984,196.7338079,9.413258913,0.508452431,187.8904984,AAPL
22/01/2024,192.3000031,195.3300018,192.2599945,193.8899994,193.3806,60133900,74.45096561,0.877486997,-1.10685076,0.142732654,179.0471888,187.8904984,196.7338079,9.413258913,0.508452431,187.8904984,AAPL
23/01/2024,195.0200043,195.75,193.8300018,195.1799927,194.6672211,42355600,74.45096561,0.877486997,-1.10685076,0.142732654,179.0471888,187.8904984,196.7338079,9.413258913,0.508452431,187.8904984,AAPL
24/01/2024,195.4199982,196.3800049,194.3399963,194.5,193.9889984,53631300,71.58608824,0.877486997,-1.10685076,0.142732654,179.0471888,187.8904984,196.7338079,9.413258913,0.508452431,187.8904984,AAPL
25/01/2024,195.2200012,196.2700043,193.1100006,194.1699982,193.6598816,54822100,70.1748065,0.877486997,-1.10685076,0.142732654,179.0471888,187.8904984,196.7338079,9.413258913,0.508452431,187.8904984,AAPL
26/01/2024,194.2700043,194.7599945,191.9400024,192.4199982,191.9144745,44594000,63.07349782,0.877486997,-1.10685076,0.142732654,179.0471888,187.8904984,196.7338079,9.413258913,0.508452431,187.8904984,AAPL
29/01/2024,192.0099945,192.1999969,189.5800018,191.7299957,191.2262878,47145600,60.47495439,0.877486997,-1.10685076,0.142732654,179.0471888,187.8904984,196.7338079,9.413258913,0.508452431,187.8904984,AAPL
30/01/2024,190.9400024,191.8000031,187.4700012,188.0399933,187.5459747,55859400,48.87771403,0.877486997,-1.10685076,0.142732654,179.0471888,187.8904984,196.7338079,9.413258913,0.508452431,187.8904984,AAPL
31/01/2024,187.0399933,187.1000061,184.3500061,184.3999939,183.9155426,55467800,40.60547548,0.877486997,-1.10685076,0.142732654,178.9059131,187.8284981,196.7510831,9.500778709,0.307874949,187.8284981,AAPL
01/02/2024,183.9900055,186.9499969,183.8200073,186.8600006,186.3690948,64885400,47.11920612,0.877486997,-1.10685076,0.142732654,179.1743029,187.9589981,196.7436933,9.34745904,0.437448171,187.9589981,AAPL
02/02/2024,179.8600006,187.3300018,179.25,185.8500061,185.3617401,102518000,44.94006917,0.877486997,-1.10685076,0.142732654,179.7543832,188.1559982,196.5576133,8.930478068,0.36276495,188.1559982,AAPL
05/02/2024,188.1499939,189.25,185.8399963,187.6799927,187.1869202,69668800,49.49743191,0.877486997,-1.10685076,0.142732654,180.7043009,188.4809982,196.2576956,8.251969599,0.448499632,188.4809982,AAPL
06/02/2024,186.8600006,189.3099976,186.7700043,189.3000031,188.8026733,43490800,53.19112428,0.877486997,-1.10685076,0.142732654,181.002175,188.6679985,196.333822,8.126257294,0.541222221,188.6679985,AAPL
07/02/2024,190.6399994,191.0500031,188.6100006,189.4100037,188.9123993,53439000,53.44013666,0.877486997,-1.10685076,0.142732654,181.3846141,188.8814987,196.3783834,7.938188429,0.535248304,188.8814987,AAPL
08/02/2024,189.3899994,189.5399933,187.3500061,188.3200073,187.8252563,40962000,50.56938873,0.788542718,-1.10685076,0.142732654,181.5871791,188.987999,196.3888188,7.83205269,0.45487043,188.987999,AAPL
09/02/2024,188.6499939,189.9900055,188,188.8500061,188.5942078,45155200,51.92180434,0.752149893,-1.10685076,0.142732654,181.9149521,189.1509995,196.3870468,7.651080238,0.479201812,189.1509995,AAPL
12/02/2024,188.4199982,188.6699982,186.7899933,187.1499939,186.8964996,41781900,47.43841724,0.579451977,-1.10685076,0.142732654,182.0669983,189.2124992,196.3580002,7.552884668,0.355678044,189.2124992,AAPL
13/02/2024,185.7700043,186.2100067,183.5099945,185.0399933,184.7893524,56529500,42.52974065,0.269224764,-1.10685076,0.142732654,182.334084,189.2829987,196.2319133,7.342354817,0.194700139,189.2829987,AAPL
14/02/2024,185.3200073,185.5299988,182.4400024,184.1499939,183.9005585,54630500,40.62045535,-0.047895936,-1.10685076,0.142732654,182.662067,189.3564987,196.0509305,7.070717698,0.111131682,189.3564987,AAPL
15/02/2024,183.5500031,184.4900055,181.3500061,183.8600006,183.6109619,65434500,39.99048846,-0.318939869,-1.10685076,0.142732654,182.0099308,189.1179985,196.2260662,7.517071626,0.13013873,189.1179985,AAPL
16/02/2024,183.4199982,184.8500061,181.6699982,182.3099976,182.0630493,49701400,36.71313212,-0.651308552,-1.10685076,0.142732654,181.0564127,188.6554985,196.2545843,8.056044863,0.082482609,188.6554985,AAPL
20/02/2024,181.7899933,182.4299927,180,181.5599976,181.3140717,53665600,35.20950461,-0.964118106,-1.10685076,0.142732654,180.2405984,188.0389984,195.8373984,8.294449611,0.08459422,188.0389984,AAPL
21/02/2024,181.9400024,182.8899994,180.6600037,182.3200073,182.0730591,41529700,37.98143996,-1.137582156,-1.024251848,-0.113330308,179.9459077,187.3959991,194.8460906,7.951174465,0.159333588,187.3959991,AAPL
22/02/2024,183.4799957,184.9600067,182.4600067,184.3699951,184.1202698,52292200,44.83690903,-1.09699135,-0.786928833,-0.310062517,180.0912884,186.8894989,193.6877094,7.275112387,0.314693604,186.8894989,AAPL
23/02/2024,185.0099945,185.0399933,182.2299957,182.5200043,182.2727814,45119700,40.48741685,-1.200265727,-0.712162569,-0.488103159,180.1364396,186.3069992,192.4775588,6.624077059,0.193140073,186.3069992,AAPL
26/02/2024,182.2400055,182.7599945,180.6499939,181.1600037,180.9146271,40867400,37.59978109,-1.375990537,-0.710309902,-0.665680634,179.8590617,185.7439995,191.6289372,6.336611431,0.110531495,185.7439995,AAPL
27/02/2024,181.1000061,183.9199982,179.5599976,182.6300049,182.3826294,54318900,42.38316274,-1.380720811,-0.572032141,-0.80868867,179.9432206,185.2889999,190.6347792,5.770206862,0.251299585,185.2889999,AAPL
28/02/2024,182.5099945,183.1199951,180.1300049,181.4199982,181.1742554,48953900,39.68638457,-1.465216908,-0.52522259,-0.939994317,179.5156335,184.9580002,190.4003669,5.884975686,0.174957401,184.9580002,AAPL
29/02/2024,181.2700043,182.5700073,179.5299988,180.75,180.5051727,136682600,38.23564067,-1.568167072,-0.502538204,-1.065628868,179.0339581,184.7755005,190.5170429,6.214614385,0.149440847,184.7755005,AAPL
01/03/2024,179.5500031,180.5299988,177.3800049,179.6600037,179.4166565,73488000,35.93423227,-1.717906458,-0.521822072,-1.196084386,178.3482489,184.4155006,190.4827523,6.579980183,0.108101228,184.4155006,AAPL
04/03/2024,176.1499939,176.8999939,173.7899933,175.1000061,174.8628235,81510100,28.26851813,-2.179406848,-0.78665797,-1.392748879,176.6254118,183.8780006,191.1305895,7.888479101,-0.105162842,183.8780006,AAPL
05/03/2024,170.7599945,172.0399933,169.6199951,170.1199951,169.8895721,95132400,22.59860657,-2.913410517,-1.21652931,-1.696881206,173.8085904,183.0000008,192.1914111,10.04525716,-0.200654479,183.0000008,AAPL
06/03/2024,171.0599976,171.2400055,168.6799927,169.1199951,168.8909149,68587700,21.65916591,-3.535055436,-1.470539384,-2.064516052,171.4552231,181.9910004,192.5267776,11.57834974,-0.110823717,181.9910004,AAPL
07/03/2024,169.1499939,170.7299957,168.4900055,169,168.7710876,71765100,21.54343459,-3.991385904,-1.541495882,-2.449890023,169.5870993,180.9705002,192.3539011,12.58039392,-0.025787517,180.9705002,AAPL
08/03/2024,169,173.6999969,168.9400024,170.7299957,170.4987335,76114600,27.55367269,-4.165418539,-1.372422813,-2.792995726,168.400907,180.0909996,191.7810923,12.98242853,0.099618063,180.0909996,AAPL
11/03/2024,172.9400024,174.3800049,172.0500031,172.75,172.5160065,60139500,33.91913625,-4.093159794,-1.040131255,-3.053028539,167.9061847,179.2859993,190.6658139,12.69459372,0.212824878,179.2859993,AAPL
12/03/2024,173.1499939,174.0299988,171.0099945,173.2299957,172.9953461,59825400,35.37225934,-3.951610865,-0.71886586,-3.232745005,167.5207144,178.5899994,189.6592844,12.39631003,0.257888443,178.5899994,AAPL
13/03/2024,172.7700043,173.1900024,170.7599945,171.1300049,170.8982086,52488700,32.05148363,-3.963198741,-0.584362989,-3.378835752,166.7857641,177.8945,189.0032358,12.48912793,0.195532634,177.8945,AAPL
14/03/2024,172.9100037,174.3099976,172.0500031,173,172.7656708,72913500,37.66359463,-3.777939504,-0.319283002,-3.458656502,166.4225249,177.3370003,188.2514757,12.3093042,0.301318886,177.3370003,AAPL
15/03/2024,171.1699982,172.6199951,170.2899933,172.6199951,172.3861847,121664700,36.99490955,-3.620053716,-0.129117771,-3.490935945,166.1071737,176.775,187.4428263,12.06938341,0.305255317,176.775,AAPL
18/03/2024,175.5700073,177.7100067,173.5200043,173.7200012,173.4846954,75604200,40.29914522,-3.367350077,0.098868695,-3.466218772,165.9145846,176.3455002,186.7764158,11.83008992,0.374148202,176.3455002,AAPL
19/03/2024,174.3399963,176.6100006,173.0299988,176.0800018,175.8414917,55215200,46.75131738,-2.942726378,0.418793915,-3.361520293,165.9186881,176.0715004,186.2243127,11.53260161,0.500418674,176.0715004,AAPL
20/03/2024,175.7200012,178.6699982,175.0899963,178.6699982,178.4279938,53423100,52.78247076,-2.369899256,0.79329683,-3.163196085,166.0661672,175.8889999,185.7118327,11.16935425,0.641557853,175.8889999,AAPL
21/03/2024,177.0500031,177.4900055,170.8399963,171.3699951,171.1378784,106181300,39.27865072,-2.476432104,0.549411185,-3.025843289,166.0467821,175.2389999,184.4312177,10.49106399,0.289549981,175.2389999,AAPL
22/03/2024,171.7599945,173.0500031,170.0599976,172.2799988,172.0466461,71106600,41.29491488,-2.459083677,0.45340769,-2.912491367,166.0900544,174.7269997,183.363945,9.886217131,0.358341068,174.7269997,AAPL
25/03/2024,170.5700073,171.9400024,169.4499969,170.8500061,170.6185913,54288300,39.09789135,-2.531541349,0.304760014,-2.836301363,165.9493347,174.2114998,182.4736648,9.485211996,0.296573073,174.2114998,AAPL
26/03/2024,170,171.4199982,169.5800018,169.7100067,169.4801331,57388400,37.39004194,-2.650400829,0.148720428,-2.799121256,166.0506779,173.5654999,181.0803219,8.659349955,0.243474087,173.5654999,AAPL
27/03/2024,170.4100037,173.6000061,170.1100006,173.3099976,173.0752411,60273300,45.48790735,-2.426141598,0.298383727,-2.724525324,166.5653614,173.1599998,179.7546383,7.616815048,0.511372702,173.1599998,AAPL
28/03/2024,171.75,172.2299957,170.5099945,171.4799957,171.2477264,65672700,42.48011638,-2.368774636,0.284600551,-2.653375187,167.0686413,172.6964996,178.3243579,6.517628679,0.391921239,172.6964996,AAPL
01/04/2024,171.1900024,171.25,169.4799957,170.0299988,169.7996979,46240500,40.21129652,-2.4125037,0.19269719,-2.605200889,167.4748109,172.2149994,176.9551879,5.504965869,0.269523868,172.2149994,AAPL
02/04/2024,169.0800018,169.3399963,168.2299957,168.8399963,168.6112976,49329500,38.39871934,-2.514200412,0.072800382,-2.587000794,167.1384933,171.9019989,176.6655045,5.542117787,0.17859778,171.9019989,AAPL
03/04/2024,168.7899933,170.6799927,168.5800018,169.6499939,169.4201965,47691700,40.36905696,-2.500610278,0.069112413,-2.569722691,167.0755857,171.8784988,176.681412,5.588730617,0.268004867,171.8784988,AAPL
04/04/2024,170.2899933,171.9199982,168.8200073,168.8200073,168.5913391,53704400,38.992776,-2.527675508,0.033637746,-2.561313254,167.024483,171.8634995,176.7025159,5.631232311,0.185525752,171.8634995,AAPL
05/04/2024,169.5899963,170.3899994,168.9499969,169.5800018,169.350296,42055200,40.97705812,-2.459448699,0.081491644,-2.540940343,167.1159252,171.8924995,176.6690739,5.557629775,0.257933455,171.8924995,AAPL
08/04/2024,169.0299988,169.1999969,168.2400055,168.4499969,168.2218323,37425500,38.94858885,-2.468109581,0.05826461,-2.526374191,166.7921622,171.7784996,176.764837,5.805543068,0.166237722,171.7784996,AAPL
09/04/2024,168.6999969,170.0800018,168.3500061,169.6699982,169.4401703,42451200,42.27123833,-2.349446533,0.141542126,-2.490988659,166.5778086,171.6244995,176.6711905,5.881084529,0.30635813,171.6244995,AAPL
10/04/2024,168.8000031,169.0899963,167.1100006,167.7799988,167.5527344,49709300,38.75259168,-2.38047177,0.088413511,-2.468885281,166.0972325,171.3519997,176.6067669,6.133301292,0.160118066,171.3519997,AAPL
11/04/2024,168.3399963,175.4600067,168.1600037,175.0399933,174.8029022,91070300,54.44060489,-1.798506548,0.536302986,-2.334809535,166.0547674,171.5474991,177.0402308,6.4037444,0.817919608,171.5474991,AAPL
12/04/2024,174.2599945,178.3600006,174.2100067,176.5500031,176.3108673,101593300,56.91265953,-1.20159847,0.906568852,-2.108167322,165.8405168,171.7249992,177.6094817,6.853378904,0.909976907,171.7249992,AAPL
15/04/2024,175.3600006,176.6300049,172.5,172.6900024,172.4560852,73531800,49.51626164,-1.028162292,0.864004024,-1.892166316,165.8418089,171.7284996,177.6151903,6.855811003,0.581667518,171.7284996,AAPL
16/04/2024,171.75,173.7599945,168.2700043,169.3800049,169.1505737,73711200,44.21034663,-1.144607686,0.598046903,-1.74265459,165.614497,171.5114998,177.4085025,6.876510025,0.319273028,171.5114998,AAPL
17/04/2024,169.6100006,170.6499939,168,168,167.7724457,50901200,42.18095225,-1.332881731,0.327818287,-1.660700018,165.4142,171.1074997,176.8007994,6.654646542,0.227091504,171.1074997,AAPL
18/04/2024,168.0299988,168.6399994,166.5500031,167.0399933,166.813736,43122900,40.7786123,-1.541782082,0.095134349,-1.636916431,165.7372902,170.5259995,175.3147087,5.616397761,0.136018182,170.5259995,AAPL
19/04/2024,166.2100067,166.3999939,164.0800018,165,164.7765045,67772100,37.89548668,-1.850614789,-0.170958687,-1.679656102,164.8698189,170.2074997,175.5451804,6.271968927,0.012194533,170.2074997,AAPL
22/04/2024,165.5200043,167.2599945,164.7700043,165.8399963,165.6153564,48116400,39.78339427,-2.004479854,-0.259859001,-1.744620853,164.3148563,169.8854996,175.4561428,6.558115024,0.136890834,169.8854996,AAPL
23/04/2024,165.3500061,167.0500031,164.9199982,166.8999939,166.6739197,49537800,42.17233504,-2.017628121,-0.218405815,-1.799222307,163.9895225,169.687999,175.3864755,6.716416634,0.255372768,169.687999,AAPL
24/04/2024,166.5399933,169.3000031,166.2100067,169.0200043,168.7910614,48251800,46.72465894,-1.835818921,-0.029277291,-1.806541629,163.9476229,169.6534988,175.3593747,6.726505428,0.444487527,169.6534988,AAPL
25/04/2024,169.5299988,170.6100006,168.1499939,169.8899994,169.6598816,50558300,48.51582068,-1.603053481,0.162790518,-1.765844,164.0256458,169.4824989,174.939352,6.439429612,0.537338412,169.4824989,AAPL
26/04/2024,169.8800049,171.3399963,169.1799927,169.3000031,169.0706787,44838400,47.35310322,-1.449484216,0.253087827,-1.702572043,163.9940584,169.3734993,174.7529402,6.352163624,0.493168784,169.3734993,AAPL
29/04/2024,173.3699951,176.0299988,173.1000061,173.5,173.2649841,68169400,55.52449515,-0.977605585,0.579973167,-1.557578751,163.8780154,169.5469994,175.2159833,6.687212325,0.848651601,169.5469994,AAPL
30/04/2024,173.3300018,174.9900055,170,170.3300018,170.0992889,65934800,49.30431563,-0.849636647,0.566353683,-1.41599033,163.9524763,169.6214996,175.290523,6.684321662,0.562488912,169.6214996,AAPL
01/05/2024,169.5800018,172.7100067,169.1100006,169.3000031,169.0706787,50383100,47.44451375,-0.821858759,0.475305257,-1.297164016,163.9332761,169.6040001,175.274724,6.687016753,0.473195923,169.6040001,AAPL
02/05/2024,172.5099945,173.4199982,170.8899994,173.0299988,172.7956238,94214900,54.18438467,-0.493180028,0.64318719,-1.136367219,163.9660439,169.8144997,175.6629554,6.888052235,0.774901553,169.8144997,AAPL
03/05/2024,186.6499939,187,182.6600037,183.3800049,183.1316071,163224100,66.87761322,0.595593596,1.385568652,-0.789975056,162.1922425,170.5044998,178.8167572,9.750191159,1.27448908,170.5044998,AAPL
06/05/2024,182.3500061,184.1999969,180.4199982,181.7100067,181.4638824,78569700,63.80590796,1.308614745,1.678871841,-0.370257095,161.5965116,171.1675003,180.738489,11.18318448,1.05075326,171.1675003,AAPL
07/05/2024,183.4499969,184.8999939,181.3200073,182.3999939,182.1529236,77305800,64.530778,1.907378273,1.822108295,0.085269978,161.0909904,171.8040001,182.5170098,12.47119934,0.99453861,171.8040001,AAPL
08/05/2024,182.8500061,183.0700073,181.4499969,182.7400055,182.4924774,45057100,64.90378768,2.381881925,1.837289557,0.544592368,161.0102812,172.5520004,184.0937197,13.37767077,0.941355609,172.5520004,AAPL
09/05/2024,182.5599976,184.6600037,182.1100006,184.5700073,184.3200073,48983000,66.92017571,2.872483144,1.862312621,1.010170523,160.3813059,173.0285011,185.6756964,14.61862662,0.956287183,173.0285011,AAPL
10/05/2024,184.8999939,185.0899963,182.1300049,183.0500031,183.0500031,50759500,63.64914655,3.102868565,1.674158434,1.428710131,160.0442956,173.3535011,186.6627067,15.35498907,0.864278013,173.3535011,AAPL
13/05/2024,185.4400024,187.1000061,184.6199951,186.2799988,186.2799988,72044800,67.30622469,3.505673115,1.661570387,1.844102728,159.5893554,174.0330009,188.4766464,16.59874325,0.92395799,174.0330009,AAPL
14/05/2024,187.5099945,188.3000031,186.2899933,187.4299927,187.4299927,52393600,68.52052304,3.87304744,1.623155769,2.24989167,159.5430776,174.9355003,190.3279231,17.59782629,0.905865034,174.9355003,AAPL
15/05/2024,187.9100037,190.6499939,187.3699951,189.7200012,189.7200012,70400000,70.84289106,4.299417778,1.639620886,2.659796892,159.7026416,176.0215004,192.3403592,18.54189266,0.91971381,176.0215004,AAPL
16/05/2024,190.4700012,191.1000061,189.6600037,189.8399963,189.8399963,52845200,70.96377119,4.594044659,1.547398213,3.046646445,160.3340401,177.1615005,193.988961,18.99674632,0.876720416,177.1615005,AAPL
17/05/2024,189.5099945,190.8099976,189.1799927,189.8699951,189.8699951,41282900,70.99614478,4.774916965,1.382616416,3.392300549,161.6807961,178.4050003,195.1292045,18.74858232,0.842766528,178.4050003,AAPL
20/05/2024,189.3300018,191.9199982,189.0099945,191.0399933,191.0399933,44361300,72.29361329,4.955544216,1.250594933,3.704949282,163.1210783,179.6650002,196.208922,18.4164104,0.843781638,179.6650002,AAPL
21/05/2024,191.0899963,192.7299957,190.9199982,192.3500061,192.3500061,42309400,73.7116252,5.145090301,1.152112815,3.992977486,164.6029632,180.9375008,197.2720384,18.05544735,0.849336652,180.9375008,AAPL
22/05/2024,192.2700043,192.8200073,190.2700043,190.8999939,190.8999939,34648500,69.47325918,5.119291072,0.901050868,4.218240203,166.1106118,182.0315002,197.9523887,17.49245422,0.778517549,182.0315002,AAPL
23/05/2024,190.9799957,191,186.6300049,186.8800049,186.8800049,51005900,59.29410121,4.720055617,0.401452331,4.318603286,167.854142,182.8810005,197.907859,16.43348238,0.633061889,182.8810005,AAPL
24/05/2024,188.8200073,190.5800018,188.0399933,189.9799957,189.9799957,36294600,63.70983925,4.600767215,0.225731143,4.375036072,169.9607784,183.9150002,197.8692219,15.1746423,0.717317587,183.9150002,AAPL
28/05/2024,191.5099945,193,189.1000061,189.9900055,189.9900055,52280100,63.72352345,4.455675745,0.064511739,4.391164006,171.409542,184.7395004,198.0694589,14.43108642,0.696943789,184.7395004,AAPL
29/05/2024,189.6100006,192.25,189.5099945,190.2899933,190.2899933,53068000,64.15970399,4.315153811,-0.060808156,4.375961967,173.975755,185.7375,197.499245,12.66491146,0.693529672,185.7375,AAPL
30/05/2024,190.7599945,192.1799927,190.6300049,191.2899933,191.2899933,49947900,65.64270436,4.235654816,-0.112245721,4.347900537,177.5833071,186.8369995,196.0906919,9.905631568,0.740606321,186.8369995,AAPL
31/05/2024,191.4400024,192.5700073,189.9100037,192.25,192.25,75158300,67.05217295,4.201681441,-0.116975277,4.318656718,180.7502908,187.7979996,194.8457084,7.505627148,0.815847358,187.7979996,AAPL
03/06/2024,192.8999939,194.9900055,192.5200043,194.0299988,194.0299988,50080500,69.54676738,4.269175918,-0.039584639,4.308760558,181.0917284,188.3304993,195.5692701,7.687305955,0.893678681,188.3304993,AAPL
04/06/2024,194.6399994,195.3200073,193.0299988,194.3500061,194.3500061,47471400,69.98672561,4.29893228,-0.007862622,4.306794902,181.9423272,188.9624992,195.9826713,7.430227777,0.883716156,188.9624992,AAPL
05/06/2024,195.3999939,196.8999939,194.8699951,195.8699951,195.8699951,54156800,72.0520719,4.394507672,0.070170216,4.324337456,182.6791458,189.6359993,196.5928528,7.337059996,0.94804708,189.6359993,AAPL
06/06/2024,195.6900024,196.5,194.1699982,194.4799957,194.4799957,41181800,67.47901034,4.308425675,-0.012729425,4.3211551,183.7267344,190.2229988,196.7192632,6.830156667,0.827649603,190.2229988,AAPL
07/06/2024,194.6499939,196.9400024,194.1399994,196.8899994,196.8899994,53103900,70.92467443,4.384134652,0.050383642,4.333751011,184.2676861,190.8389984,197.4103108,6.886760479,0.96041039,190.8389984,AAPL
10/06/2024,196.8999939,197.3000031,192.1499939,193.1199951,193.1199951,97262100,60.18258329,4.092748072,-0.192802351,4.285550423,185.7680027,191.342498,196.9169933,5.826719508,0.659431213,191.342498,AAPL
11/06/2024,193.6499939,207.1600037,193.6300049,207.1499939,207.1499939,172373300,75.22258641,4.937014921,0.521171598,4.415843322,183.9261493,192.3859978,200.8458463,8.79466136,1.372592229,192.3859978,AAPL
12/06/2024,207.3699951,220.1999969,206.8999939,213.0700073,213.0700073,198134300,78.85240965,6.014467057,1.278898988,4.735568069,181.5995195,193.6679985,205.7364775,12.46305959,1.30382991,193.6679985,AAPL
13/06/2024,214.7400055,216.75,211.6000061,214.2400055,214.2400055,97862700,79.49185446,6.883416965,1.718279117,5.165137849,180.0225483,194.8939987,209.7654491,15.26106553,1.150441155,194.8939987,AAPL
14/06/2024,213.8500061,215.1699982,211.3000031,212.4900055,212.4900055,70122700,75.79996462,7.346173538,1.744828552,5.601344986,179.5084753,196.0264992,212.544523,16.85284786,0.998349757,196.0264992,AAPL
17/06/2024,213.3699951,218.9499969,212.7200012,216.6699982,216.6699982,93728300,78.38253957,7.958461738,1.885693401,6.072768337,178.8377916,197.3664993,215.8952071,18.77594002,1.020907855,197.3664993,AAPL
18/06/2024,217.5899963,218.6300049,213,214.2899933,214.2899933,79943300,73.5684356,8.157622056,1.667882975,6.489739081,178.8520234,198.5289993,218.2059752,19.82277245,0.900493298,198.5289993,AAPL
20/06/2024,213.9299927,214.2400055,208.8500061,209.6799927,209.6799927,86172500,65.21352804,7.852945651,1.090565256,6.762380395,179.3602039,199.3954987,219.4307934,20.09603514,0.756659414,199.3954987,AAPL
21/06/2024,210.3899994,211.8899994,207.1100006,207.4900055,207.4900055,246421400,61.63267562,7.350046976,0.470133265,6.879913711,180.291855,200.2249992,220.1581435,19.9107447,0.682234327,200.2249992,AAPL
24/06/2024,207.7200012,212.6999969,206.5899963,208.1399994,208.1399994,80727000,62.29444468,6.924128188,0.035371582,6.888756606,182.0598416,201.287999,220.5161563,19.10512048,0.678176211,201.287999,AAPL
25/06/2024,209.1499939,211.3800049,208.6100006,209.0700073,209.0700073,56713900,63.27060418,6.585712355,-0.242435401,6.828147756,183.4644407,202.2424995,221.0205584,18.56984448,0.681794824,202.2424995,AAPL
26/06/2024,211.5,214.8600006,210.6399994,213.25,213.25,66213200,67.36066945,6.578967602,-0.199344123,6.778311725,184.9281209,203.4054993,221.8828776,18.16802242,0.766393331,203.4054993,AAPL
27/06/2024,214.6900024,215.7400055,212.3500061,214.1000061,214.1000061,49772700,68.13767675,6.566516016,-0.169436567,6.735952583,186.5900137,204.5959999,222.6019861,17.60150367,0.763912403,204.5959999,AAPL
28/06/2024,215.7700043,216.0700073,210.3000031,210.6199951,210.6199951,82542700,61.66524374,6.204320694,-0.425305511,6.629626206,188.4649332,205.5625,222.6600668,16.63490843,0.647901019,205.5625,AAPL
01/07/2024,212.0899963,217.5099945,211.9199982,216.75,216.75,60402900,67.51831352,6.33884816,-0.232622436,6.571470596,190.1769073,206.7875,223.3980927,16.06537411,0.79988394,206.7875,AAPL
02/07/2024,216.1499939,220.3800049,215.1000061,220.2700043,220.2700043,58046200,70.32060373,6.652807648,0.065069641,6.587738007,191.5818967,208.0995003,224.6171039,15.87471723,0.8684101,208.0995003,AAPL
03/07/2024,220,221.5500031,219.0299988,221.5500031,221.5500031,37369800,71.29055602,6.925079996,0.269873592,6.655206405,193.2173846,209.4595001,225.7016157,15.50859765,0.872196063,209.4595001,AAPL
05/07/2024,221.6499939,226.4499969,221.6499939,226.3399963,226.3399963,60412400,74.6317103,7.441588224,0.629105455,6.812482768,194.4126227,210.9830002,227.5533776,15.70778446,0.963387035,210.9830002,AAPL
08/07/2024,227.0899963,227.8500061,223.25,227.8200073,227.8200073,59085900,75.57746227,7.879519042,0.853629019,7.025890023,196.3500322,212.6500008,228.9499694,15.33032545,0.965338521,212.6500008,AAPL
